Rank,Release Group,Worldwide,Domestic,%,Foreign
104,Once Upon a Deadpool 2018 Re-release,"$51,247,568","$6,100,309",88.1%,"$45,147,259"
105,Death Wish,"$49,562,710","$34,017,028",31.4%,"$15,545,682"
106,Andhadhun,"$49,391,206","$1,193,046",97.6%,"$48,198,160"
107,Golden Job,"$47,285,263","$285,795",99.4%,"$46,999,468"
108,Mary Queen of Scots,"$46,710,283","$16,468,499",64.7%,"$30,241,784"
109,Uncle Drew,"$46,664,414","$42,469,946",9%,"$4,194,468"
110,Tyler Perry's Acrimony,"$46,403,669","$43,549,096",6.2%,"$2,854,573"
111,Asterix: The Secret of the Magic Potion,"$46,221,204","$1,271,953",97.2%,"$44,949,251"
112,Winchester,"$44,019,588","$25,091,816",43%,"$18,927,772"
113,Annihilation,"$43,070,915","$32,732,301",24%,"$10,338,614"
114,The Possession of Hannah Grace,"$43,016,528","$14,837,422",65.5%,"$28,179,106"
115,Long Day's Journey Into Night,"$42,140,994","$521,365",98.8%,"$41,619,629"
116,Overlord,"$41,657,844","$21,704,844",47.9%,"$19,953,000"
117,The Great Battle,"$41,509,280","$472,166",98.9%,"$41,037,114"
118,The Darkest Minds,"$41,142,379","$12,695,691",69.1%,"$28,446,688"
119,Holmes & Watson,"$40,466,970","$30,573,626",24.4%,"$9,893,344"
120,Show Dogs,"$39,156,854","$17,857,020",54.4%,"$21,299,834"
121,Believer,"$39,047,153","$365,639",99.1%,"$38,681,514"
122,The Spy Gone North,"$38,844,509","$500,803",98.7%,"$38,343,706"
123,On the Basis of Sex,"$38,673,750","$24,622,687",36.3%,"$14,051,063"
124,Till The End Of The World,"$37,013,733","$118,660",99.7%,"$36,895,073"
125,Nothing to Lose,"$36,075,317","$1,016,188",97.2%,"$35,059,129"
126,Mia and the White Lion,"$35,487,190","$399,471",98.9%,"$35,087,719"
127,The Girl in the Spider's Web,"$35,164,920","$14,841,338",57.8%,"$20,323,582"
128,The Hate U Give,"$34,934,009","$29,719,483",14.9%,"$5,214,526"
129,Nobody's Fool,"$33,705,333","$31,713,110",5.9%,"$1,992,223"
130,Baaghi 2,"$33,139,063","$1,319,579",96%,"$31,819,484"
131,The Hurricane Heist,"$32,517,248","$6,115,825",81.2%,"$26,401,423"
132,Bad Times at the El Royale,"$31,882,724","$17,839,115",44%,"$14,043,609"
133,Hunter Killer,"$31,672,678","$15,767,460",50.2%,"$15,905,218"
134,Super Troopers 2,"$31,626,386","$30,617,396",3.2%,"$1,008,990"
135,The Strangers: Prey at Night,"$31,039,126","$24,586,708",20.8%,"$6,452,418"
136,Free Solo,"$29,318,861","$17,541,090",40.2%,"$11,777,771"
137,Pad Man,"$29,045,020","$1,670,192",94.2%,"$27,374,828"
138,Default,"$27,694,043","$203,775",99.3%,"$27,490,268"
139,One Cut of the Dead,"$27,590,180","$52,406",99.8%,"$27,537,774"
140,Mirai,"$27,526,961","$812,794",97%,"$26,714,167"
141,The Happytime Murders,"$27,506,452","$20,706,452",24.7%,"$6,800,000"
142,Midnight Sun,"$27,365,467","$9,561,064",65.1%,"$17,804,403"
143,My Neighbor Totoro 2018 Re-release,"$27,083,857","$1,144,649",95.8%,"$25,939,208"
144,Hichki,"$26,055,222","$330,279",98.7%,"$25,724,943"
145,White Boy Rick,"$25,957,482","$24,011,188",7.5%,"$1,946,294"
146,"Paul, Apostle of Christ","$25,915,966","$17,560,475",32.2%,"$8,355,491"
147,Keys To The Heart,"$25,375,866","$75,134",99.7%,"$25,300,732"
148,Stan & Ollie,"$24,420,923","$5,470,235",77.6%,"$18,950,688"
149,The Accidental Detective 2: In Action,"$24,243,825","$179,045",99.3%,"$24,064,780"
150,Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",96.7%,"$22,951,618"
151,Padmaavat,"$22,991,060","$11,846,060",48.5%,"$11,145,000"
152,Won't You Be My Neighbor?,"$22,843,944","$22,835,787",<0.1%,"$8,157"
153,Mojin: The Worm Valley,"$22,381,583","$101,516",99.5%,"$22,280,067"
154,Big Brother,"$22,029,250","$85,624",99.6%,"$21,943,626"
155,Master Z: The Ip Man Legacy,"$21,832,649","$209,454",99%,"$21,623,195"
156,Proud Mary,"$21,753,365","$20,877,013",4%,"$876,352"
157,The Prodigy,"$21,150,265","$14,856,291",29.8%,"$6,293,974"
158,Gonjiam: Haunted Asylum,"$21,041,950","$115,252",99.5%,"$20,926,698"
159,My Hero Academia: Two Heroes,"$21,022,724","$5,754,556",72.6%,"$15,268,168"
160,SuperFly,"$20,780,685","$20,545,116",1.1%,"$235,569"
161,If Beale Street Could Talk,"$20,596,567","$14,915,773",27.6%,"$5,680,794"
162,Burn the Stage: The Movie,"$20,347,513","$4,201,819",79.3%,"$16,145,694"
163,Cold War 2018 Re-release,"$20,296,042","$4,580,048",77.4%,"$15,715,994"
164,The Wife,"$19,978,189","$9,601,092",51.9%,"$10,377,097"
165,Everybody Knows,"$19,176,163","$2,660,165",86.1%,"$16,515,998"
166,They Shall Not Grow Old 2018 Re-release,"$19,130,011","$17,956,913",6.1%,"$1,173,098"
167,Oolong Courtyard: KungFu School,"$19,129,015","$37,727",99.8%,"$19,091,288"
168,Detective K: Secret of the Living Dead,"$18,603,476","$104,013",99.4%,"$18,499,463"
169,Airpocalypse,"$18,491,089","$105,678",99.4%,"$18,385,411"
170,Chappaquiddick,"$18,263,470","$17,395,520",4.8%,"$867,950"
171,Sorry to Bother You,"$18,170,707","$17,493,096",3.7%,"$677,611"
172,Hell Fest,"$18,159,691","$11,107,431",38.8%,"$7,052,260"
173,The Old Man & the Gun,"$17,860,397","$11,277,120",36.9%,"$6,583,277"
174,The Children Act,"$17,696,794","$547,750",96.9%,"$17,149,044"
175,Operation Finale,"$17,612,099","$17,612,099",-,-
176,Loving Pablo,"$17,535,962","$22,017",99.9%,"$17,513,945"
177,102 Not Out,"$16,758,596","$1,343,797",92%,"$15,414,799"
178,Beautiful Boy,"$16,636,604","$7,649,973",54%,"$8,986,631"
179,Upgrade,"$16,593,554","$11,977,130",27.8%,"$4,616,424"
180,Forever My Girl,"$16,376,066","$16,376,066",-,-
181,Unfriended: Dark Web,"$16,024,987","$8,866,745",44.7%,"$7,158,242"
182,Finding Your Feet,"$15,845,593","$1,418,682",91%,"$14,426,911"
183,Feng Shui,"$15,702,302","$64,147",99.6%,"$15,638,155"
184,Tully,"$15,636,462","$9,369,755",40.1%,"$6,266,707"
185,The Negotiation,"$15,229,193","$110,986",99.3%,"$15,118,207"
186,Harry Potter and the Deathly Hallows: Part 2 2018 Re-release,"$14,895,840","$181,938",98.8%,"$14,713,902"
187,RBG,"$14,441,292","$14,017,361",2.9%,"$423,931"
188,Eighth Grade,"$14,347,433","$13,539,709",5.6%,"$807,724"
189,Thugs of Hindostan,"$14,341,431","$1,449,848",89.9%,"$12,891,583"
190,Unsane,"$14,293,601","$7,732,899",45.9%,"$6,560,702"
191,Colette,"$14,273,033","$5,137,622",64%,"$9,135,411"
192,Ya veremos,"$14,134,723","$4,165,949",70.5%,"$9,968,774"
193,The Quake,"$13,837,294","$6,235",100%,"$13,831,059"
194,Three Identical Strangers,"$13,448,497","$12,320,845",8.4%,"$1,127,652"
195,Hotel Artemis,"$13,313,581","$6,708,147",49.6%,"$6,605,434"
196,The Sisters Brothers,"$13,143,056","$3,143,056",76.1%,"$10,000,000"
197,Welcome to Marwen,"$13,061,491","$10,763,520",17.6%,"$2,297,971"
198,Take Point,"$12,908,032","$112,386",99.1%,"$12,795,646"
199,Luis and the Aliens,"$12,627,729","$169,710",98.7%,"$12,458,019"
200,Can You Ever Forgive Me?,"$12,442,161","$8,803,865",29.2%,"$3,638,296"
201,Rampant,"$12,359,573","$167,937",98.6%,"$12,191,636"
202,Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release,"$12,353,849",$220,100%,"$12,353,629"
203,Little Women,"$12,165,890","$1,379,497",88.7%,"$10,786,393"
204,Boy Erased,"$11,853,081","$6,788,692",42.7%,"$5,064,389"
205,Unstoppable,"$11,845,347","$101,417",99.1%,"$11,743,930"
206,Last Letter,"$11,834,622","$180,946",98.5%,"$11,653,676"
207,Ash Is Purest White,"$11,813,509","$422,814",96.4%,"$11,390,695"
208,Ballon,"$11,799,591","$34,222",99.7%,"$11,765,369"
209,King of Thieves,"$11,353,515","$7,518",99.9%,"$11,345,997"
210,At Eternity's Gate,"$11,242,604","$2,294,915",79.6%,"$8,947,689"
211,La boda de Valentina,"$11,021,794","$2,783,739",74.7%,"$8,238,055"
212,Gringo,"$11,001,627","$4,969,853",54.8%,"$6,031,774"
213,2.0,"$10,847,903","$4,152,000",61.7%,"$6,695,903"
214,Golden Slumber,"$10,733,326","$94,450",99.1%,"$10,638,876"
215,Red Joan,"$10,647,493","$1,579,730",85.2%,"$9,067,763"
216,Every Day,"$10,421,847","$6,102,076",41.4%,"$4,319,771"
217,Swing Kids,"$10,397,408","$222,001",97.9%,"$10,175,407"
218,Lobster Cop,"$10,373,129","$85,693",99.2%,"$10,287,436"
219,Kin,"$10,313,019","$5,718,096",44.6%,"$4,594,923"
220,Girls vs Gangsters,"$10,265,819","$37,115",99.6%,"$10,228,704"
221,The Miracle Season,"$10,230,620","$10,230,620",-,-
222,Ben Is Back,"$10,134,204","$3,703,184",63.5%,"$6,431,020"
223,Papillon,"$10,060,903","$2,335,896",76.8%,"$7,725,007"
224,The Princess and the Matchmaker,"$9,899,017","$78,900",99.2%,"$9,820,117"
225,Simmba,"$9,846,453","$5,102,129",48.2%,"$4,744,324"
226,Traffik,"$9,515,914","$9,186,156",3.5%,"$329,758"
227,Replicas,"$9,330,075","$4,046,429",56.6%,"$5,283,646"
228,Mid90s,"$9,303,022","$7,362,439",20.9%,"$1,940,583"
229,Champion,"$8,974,547","$97,472",98.9%,"$8,877,075"
230,7 Days in Entebbe,"$8,771,432","$3,326,885",62.1%,"$5,444,547"
231,Pope Francis: A Man of His Word,"$8,608,385","$2,008,385",76.7%,"$6,600,000"
232,A-X-L,"$8,467,697","$6,501,381",23.2%,"$1,966,316"
233,Disobedience,"$8,003,180","$3,498,782",56.3%,"$4,504,398"
234,Life Itself,"$7,997,774","$4,102,648",48.7%,"$3,895,126"
235,Suspiria,"$7,942,093","$2,483,472",68.7%,"$5,458,621"
236,Qué León,"$7,807,916","$2,607,916",66.6%,"$5,200,000"
237,Amazing Grace,"$7,796,112","$4,450,456",42.9%,"$3,345,656"
238,Leave No Trace,"$7,682,928","$6,046,104",21.3%,"$1,636,824"
239,Pandas,"$7,635,778","$7,574,012",0.8%,"$61,766"
240,Burning,"$7,576,345","$718,991",90.5%,"$6,857,354"
241,Beirut,"$7,509,436","$5,019,226",33.2%,"$2,490,210"
242,God's Not Dead: A Light in Darkness,"$7,414,178","$5,728,940",22.7%,"$1,685,238"
243,Return of the Hero,"$7,362,730","$37,108",99.5%,"$7,325,622"
244,In Safe Hands,"$7,086,596","$1,737",100%,"$7,084,859"
245,Dog Days,"$6,819,044","$6,809,080",0.1%,"$9,964"
246,Race 3,"$6,817,391","$1,690,861",75.2%,"$5,126,530"
247,Fahrenheit 11/9,"$6,674,168","$6,352,306",4.8%,"$321,862"
248,Soorma,"$6,579,645","$390,077",94.1%,"$6,189,568"
249,Gotti,"$6,412,349","$4,343,227",32.3%,"$2,069,122"
250,Unbroken: Path to Redemption,"$6,216,897","$6,216,897",-,-
251,Ploey,"$6,146,292","$77,815",98.7%,"$6,068,477"
252,Mobile Suit Gundam Narrative,"$6,126,259","$259,224",95.8%,"$5,867,035"
253,Death of a Nation,"$5,885,881","$5,885,881",-,-
254,Incident in a Ghostland,"$5,643,957",-,100%,"$5,643,957"
255,El Angel,"$5,604,680","$109,608",98%,"$5,495,072"
256,Destroyer,"$5,580,940","$1,533,324",72.5%,"$4,047,616"
257,A Wizard's Tale,"$5,487,261","$2,150",100%,"$5,485,111"
258,Harry Potter and the Sorcerer's Stone 2018 Re-release,"$5,415,704","$295,917",94.5%,"$5,119,787"
259,Never Look Away,"$5,105,444","$1,304,042",74.5%,"$3,801,402"
260,Action Point,"$5,103,663","$5,059,608",0.9%,"$44,055"
261,Dogman,"$5,080,147","$148,225",97.1%,"$4,931,922"
262,Blindspotting,"$5,006,989","$4,333,394",13.5%,"$673,595"
263,Sgt. Stubby: An American Hero,"$4,932,694","$4,015,935",18.6%,"$916,759"
264,Samson,"$4,873,825","$4,719,928",3.2%,"$153,897"
265,Hamlet 2018 Re-release,"$4,630,718","$235,229",94.9%,"$4,395,489"
266,Bad Samaritan,"$4,623,836","$3,435,047",25.7%,"$1,188,789"
267,Whitney,"$4,605,123","$3,026,351",34.3%,"$1,578,772"
268,The Guilty,"$4,598,051","$207,140",95.5%,"$4,390,911"
269,"Juliet, Naked","$4,508,260","$3,444,895",23.6%,"$1,063,365"
270,Woman at War,"$4,474,828","$847,495",81.1%,"$3,627,333"
271,Storm Boy,"$4,281,218","$71,760",98.3%,"$4,209,458"
272,The Dark Knight 2018 Re-release,"$4,250,479","$375,589",91.2%,"$3,874,890"
273,"Don't Worry, He Won't Get Far on Foot","$4,241,656","$1,441,705",66%,"$2,799,951"
274,Ghost Stories,"$4,131,358","$148,747",96.4%,"$3,982,611"
275,The Fall of the American Empire,"$4,110,928","$2,178,460",47%,"$1,932,468"
276,Harry Potter and the Prisoner of Azkaban 2018 Re-release,"$4,097,066","$218,774",94.7%,"$3,878,292"
277,American Animals,"$4,080,073","$2,856,954",30%,"$1,223,119"
278,Penguin Highway,"$4,006,647","$104,567",97.4%,"$3,902,080"
279,A Private War,"$3,915,207","$1,633,208",58.3%,"$2,281,999"
280,First Reformed,"$3,862,498","$3,448,256",10.7%,"$414,242"
281,Custody,"$3,790,303","$83,882",97.8%,"$3,706,421"
282,Night of 7 Years,"$3,716,820","$24,281",99.3%,"$3,692,539"
283,Gosnell: The Trial of America's Biggest Serial Killer,"$3,679,893","$3,679,893",-,-
284,Non-Fiction,"$3,649,042","$704,919",80.7%,"$2,944,123"
285,Indivisible,"$3,589,633","$3,511,417",2.2%,"$78,216"
286,The Apparition,"$3,562,793","$28,293",99.2%,"$3,534,500"
287,The Oscar Nominated Short Films 2018: Live Action,"$3,511,123","$3,508,777",<0.1%,"$2,346"
288,Great Performances at the Met: Puccini: Tosca,"$3,473,616","$2,023,749",41.7%,"$1,449,867"
289,Racetime,"$3,439,053","$1,875,283",45.5%,"$1,563,770"
290,The Rider,"$3,434,963","$2,419,031",29.6%,"$1,015,932"
291,Patrick the Pug,"$3,369,468","$6,290",99.8%,"$3,363,178"
292,On Chesil Beach,"$3,335,913","$745,971",77.6%,"$2,589,942"
293,Breath,"$3,322,479","$37,108",98.9%,"$3,285,371"
294,Wildlife,"$3,321,367","$1,050,616",68.4%,"$2,270,751"
295,Bharath Ane Nenu,"$3,276,257","$2,663,090",18.7%,"$613,167"
296,The Front Runner,"$3,242,235","$2,000,105",38.3%,"$1,242,130"
297,Thoroughbreds,"$3,187,255","$3,072,605",3.6%,"$114,650"
298,Tea With the Dames,"$3,181,152","$889,343",72%,"$2,291,809"
299,Made for More,"$2,999,134","$2,999,134",-,-
300,Memoir of War,"$2,980,982","$103,636",96.5%,"$2,877,346"
301,God Bless the Broken Road,"$2,848,233","$2,846,257",<0.1%,"$1,976"
302,A Breath Away,"$2,842,040","$77,987",97.3%,"$2,764,053"
303,McQueen,"$2,739,246","$1,257,275",54.1%,"$1,481,971"
304,Edie,"$2,731,170","$71,790",97.4%,"$2,659,380"
305,Billionaire Boys Club,"$2,713,955","$1,349",100%,"$2,712,606"
306,The Happy Prince,"$2,621,992","$466,440",82.2%,"$2,155,552"
307,The Little Mermaid,"$2,610,742","$147,175",94.4%,"$2,463,567"
308,Zero,"$2,595,762","$1,035,388",60.1%,"$1,560,374"
309,Leo Da Vinci: Mission Mona Lisa,"$2,588,859","$19,978",99.2%,"$2,568,881"
310,Assassination Nation,"$2,584,988","$2,005,142",22.4%,"$579,846"
311,Maquia: When the Promised Flower Blooms 2018 Re-release,"$2,569,927","$18,539",99.3%,"$2,551,388"
312,Birds of Passage,"$2,517,405","$507,259",79.8%,"$2,010,146"
313,"One Nation, One King","$2,481,681","$6,576",99.7%,"$2,475,105"
314,Lean on Pete,"$2,443,584","$1,163,056",52.4%,"$1,280,528"
315,The Breadwinner 2018 Re-release,"$2,426,907",$834,100%,"$2,426,073"
316,Hearts Beat Loud,"$2,417,165","$2,386,251",1.3%,"$30,914"
317,The Man Who Killed Don Quixote,"$2,390,383","$391,963",83.6%,"$1,998,420"
318,1991,"$2,342,264","$2,342,264",-,-
319,The House That Jack Built 2018 Re-release,"$2,268,962","$87,993",96.1%,"$2,180,969"
320,Puzzle,"$2,260,946","$2,032,018",10.1%,"$228,928"
321,An Interview with God,"$2,251,795","$1,201,434",46.6%,"$1,050,361"
322,At War,"$2,235,052","$4,605",99.8%,"$2,230,447"
323,3 Faces,"$2,191,516","$72,324",96.7%,"$2,119,192"
324,Maria By Callas 2018 Re-release,"$2,185,562","$1,267,301",42%,"$918,261"
325,Border,"$2,177,678","$771,930",64.6%,"$1,405,748"
326,Veere Di Wedding,"$2,176,099",-,100%,"$2,176,099"
327,High Life,"$2,133,033","$1,225,852",42.5%,"$907,181"
328,Indian Horse,"$2,097,362","$2,097,362",-,-
329,Mary Shelley,"$2,096,600","$108,900",94.8%,"$1,987,700"
330,Black '47,"$2,073,063","$57,520",97.2%,"$2,015,543"
331,Under the Silver Lake,"$2,053,469","$46,083",97.8%,"$2,007,386"
332,Raid,"$2,031,135","$1,010,385",50.3%,"$1,020,750"
333,Climax,"$2,027,391","$817,339",59.7%,"$1,210,052"
334,Peterloo,"$1,998,945","$151,971",92.4%,"$1,846,974"
335,Great Performances at the Met: Verdi: La Traviata,"$1,982,588","$1,882,931",5%,"$99,657"
336,Maquia: When the Promised Flower Blooms,"$1,963,575","$185,699",90.5%,"$1,777,876"
337,The House That Jack Built,"$1,933,114","$170,113",91.2%,"$1,763,001"
338,The Pact,"$1,855,647","$2,488",99.9%,"$1,853,159"
339,Sweet Country,"$1,847,693","$104,297",94.4%,"$1,743,396"
340,Grease 2018 Re-release,"$1,827,688","$1,213,413",33.6%,"$614,275"
341,The Little Stranger,"$1,824,902","$713,143",60.9%,"$1,111,759"
342,The Seagull,"$1,820,461","$1,252,960",31.2%,"$567,501"
343,Moses,"$1,807,117","$1,807,117",-,-
344,Great Performances at the Met: Puccini: La Bohème,"$1,764,201","$1,764,201",-,-
345,Great Performances at the Met: Massenet: Cendrillon,"$1,747,259","$1,243,306",28.8%,"$503,953"
346,Beast,"$1,744,071","$800,365",54.1%,"$943,706"
347,A Faithful Man,"$1,720,605","$77,491",95.5%,"$1,643,114"
348,The Wild Pear Tree,"$1,696,258","$34,014",98%,"$1,662,244"
349,Sorry Angel,"$1,636,273","$30,628",98.1%,"$1,605,645"
350,I Still See You,"$1,620,637","$1,359",99.9%,"$1,619,278"
351,Great Performances at the Met: Verdi: Aida,"$1,595,902","$1,595,902",-,-
352,Made in India,"$1,594,164","$790,628",50.4%,"$803,536"
353,Yardie,"$1,551,163","$36,012",97.7%,"$1,515,151"
354,Mystery Train,"$1,544,973","$1,541,218",0.2%,"$3,755"
355,Kedarnath,"$1,538,846","$901,131",41.4%,"$637,715"
356,Princess Mononoke 2018 Re-release,"$1,519,321","$1,423,877",6.3%,"$95,444"
357,The Miseducation of Cameron Post,"$1,474,577","$904,703",38.6%,"$569,874"
358,The Dawn Wall 2018 Re-release,"$1,442,013","$970,032",32.7%,"$471,981"
359,Vox Lux,"$1,439,539","$727,119",49.5%,"$712,420"
360,Sometimes Always Never,"$1,377,856",-,100%,"$1,377,856"
