Rank,Release Group,Worldwide,Domestic,%,Foreign
361,Swimming with Men,"$1,377,748","$24,708",98.2%,"$1,353,040"
362,Little Italy,"$1,362,536","$990,230",27.3%,"$372,306"
363,Foxtrot,"$1,356,159","$618,883",54.4%,"$737,276"
364,Mandy,"$1,335,484","$1,214,525",9.1%,"$120,959"
365,Great Performances at the Met: Rossini: Semiramide,"$1,332,900","$1,033,651",22.5%,"$299,249"
366,Great Performances at the Met: Mozart: Così fan tutte,"$1,302,949","$1,302,949",-,-
367,The Cakemaker,"$1,287,568","$875,751",32%,"$411,817"
368,Shed Skin Papa,"$1,278,065","$13,331",99%,"$1,264,734"
369,Yellow Submarine,"$1,273,261","$992,305",22.1%,"$280,956"
370,Beautifully Broken,"$1,271,572","$1,209,645",4.9%,"$61,927"
371,Guy,"$1,257,937","$1,319",99.9%,"$1,256,618"
372,The Captain,"$1,196,669","$109,226",90.9%,"$1,087,443"
373,Great Performances at the Met: Saint-Saëns: Samson et Dalila,"$1,195,758","$1,195,758",-,-
374,Great Performances at the Met: Verdi: Luisa Miller,"$1,166,858","$1,166,858",-,-
375,Elliot the Littlest Reindeer 2018 Re-release,"$1,142,187","$24,262",97.9%,"$1,117,925"
376,Roma,"$1,140,769",-,100%,"$1,140,769"
377,Look Away,"$1,119,537",-,100%,"$1,119,537"
378,Great Performances at the Met: Donizetti: L'Elisir d'Amore,"$1,115,018","$1,115,018",-,-
379,Sunset,"$1,083,299","$164,906",84.8%,"$918,393"
380,The Dark Crystal 2018 Re-release,"$1,036,956","$1,036,956",-,-
381,Great Performances at the Met: Puccini: La Fanciulla del West,"$1,023,233","$1,023,233",-,-
382,Husband Material,"$1,016,545","$567,417",44.2%,"$449,128"
383,Elvis: The Comeback Special,"$1,010,657","$1,010,657",-,-
384,National Theatre Live: Antony & Cleopatra,"$998,079","$83,672",91.6%,"$914,407"
385,Labyrinth 2018 Re-release,"$993,336","$993,336",-,-
386,Transit,"$982,372","$815,290",17%,"$167,082"
387,Schindler's List 2018 Re-release,"$981,489","$833,050",15.1%,"$148,439"
388,Journey's End,"$970,809","$161,796",83.3%,"$809,013"
389,Ryuichi Sakamoto: Coda,"$960,212","$117,460",87.8%,"$842,752"
390,A Prayer Before Dawn,"$958,883","$14,453",98.5%,"$944,430"
391,The Endless,"$956,425","$272,020",71.6%,"$684,405"
392,The Catcher Was a Spy,"$953,953","$725,223",24%,"$228,730"
393,Becoming Astrid,"$938,766","$120,486",87.2%,"$818,280"
394,Revenge,"$938,055","$102,091",89.1%,"$835,964"
395,White Christmas 2018 Re-release,"$928,298","$928,298",-,-
396,Like Arrows,"$928,265","$817,990",11.9%,"$110,275"
397,Kirk Cameron: Connect,"$918,127","$918,127",-,-
398,The Lodgers,"$916,727","$7,362",99.2%,"$909,365"
399,Kings,"$910,269","$274,635",69.8%,"$635,634"
400,Great Performances at the Met: Nico Muhly: Marnie,"$865,551","$849,710",1.8%,"$15,841"
401,Lizzie,"$844,786","$642,157",24%,"$202,629"
402,BANDSTAND: The Broadway Musical on Screen,"$839,554","$839,554",-,-
403,The Heiresses,"$811,196","$78,473",90.3%,"$732,723"
404,Mrs. Hyde,"$778,142","$18,627",97.6%,"$759,515"
405,The Invisibles,"$764,250","$407,373",46.7%,"$356,877"
406,Pick of the Litter,"$763,688","$578,717",24.2%,"$184,971"
407,Museo,"$759,626","$148,505",80.5%,"$611,121"
408,Boundaries,"$755,977","$703,438",6.9%,"$52,539"
409,Ramen Shop,"$734,579","$88,455",88%,"$646,124"
410,The Polar Express 2018 Re-release,"$731,018","$731,018",-,-
411,Slaughterhouse Rulez,"$730,762","$4,665",99.4%,"$726,097"
412,Liz and the Blue Bird,"$726,454","$63,204",91.3%,"$663,250"
413,HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,"$707,875","$707,875",-,-
414,Itzhak,"$704,968","$607,290",13.9%,"$97,678"
415,Blaze,"$704,955","$704,955",-,-
416,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,"$695,130","$695,130",-,-
417,In the Aisles,"$694,586","$28,394",95.9%,"$666,192"
418,The Trump Prophecy,"$671,198","$671,198",-,-
419,Anna and the Apocalypse,"$670,430","$545,597",18.6%,"$124,833"
420,Dragon Ball Z: Broly - The Legendary Super Saiyan,"$658,982","$658,982",-,-
421,Ponyo 2018 Re-release,"$653,072","$653,072",-,-
422,Batti Gul Meter Chalu,"$635,869","$249,539",60.8%,"$386,330"
423,"Love, Gilda","$626,318","$626,318",-,-
424,The Sound of Music 2018 Re-release,"$624,392","$616,171",1.3%,"$8,221"
425,Die Hard 30th Anniversary Release,"$620,525","$510,241",17.8%,"$110,284"
426,The Transformers,"$619,597","$619,597",-,-
427,The Reports on Sarah and Saleem,"$607,206","$117,479",80.7%,"$489,727"
428,The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,"$605,764","$605,764",-,-
429,"DCI 2019: Big, Loud & Live 16","$603,320","$603,320",-,-
430,Oh Lucy!,"$600,145","$375,391",37.4%,"$224,754"
431,The Big Lebowski 2018 Re-release,"$592,832","$582,585",1.7%,"$10,247"
432,Bilal: A New Breed of Hero 2018 Re-release,"$576,805","$490,973",14.9%,"$85,832"
433,The Cat Returns 2018 Re-release,"$563,718","$563,718",-,-
434,Beetlejuice 2018 Re-release,"$562,613","$512,947",8.8%,"$49,666"
435,Kusama: Infinity,"$558,052","$360,931",35.3%,"$197,121"
436,Castle in the Sky 2018 Re-release,"$557,541","$523,664",6.1%,"$33,877"
437,Rojo,"$557,092","$94,757",83%,"$462,335"
438,Dhadak,"$549,628",-,100%,"$549,628"
439,My Generation,"$546,183",-,100%,"$546,183"
440,He's Out There,"$544,674",-,100%,"$544,674"
441,Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,"$540,707","$540,707",-,-
442,Karwaan,"$536,525","$182,009",66.1%,"$354,516"
443,What They Had,"$533,579","$260,136",51.2%,"$273,443"
444,Grave of the Fireflies,"$516,962","$516,962",-,-
445,The Sandlot 2018 Re-release,"$516,130","$516,130",-,-
446,Bullitt 2018 Re-release,"$511,350","$511,350",-,-
447,Monsters and Men,"$510,967","$500,101",2.1%,"$10,866"
448,Have a Nice Day,"$504,003","$79,393",84.2%,"$424,610"
449,London Fields,"$487,420","$252,676",48.2%,"$234,744"
450,Matangi/Maya/M.I.A,"$469,489","$230,808",50.8%,"$238,681"
451,Time Freak,"$467,693","$10,003",97.9%,"$457,690"
452,Puffs: Filmed Live Off Broadway,"$464,483","$464,483",-,-
453,MFKZ,"$461,724","$229,423",50.3%,"$232,301"
454,Scotty and the Secret History of Hollywood,"$461,689","$461,689",-,-
455,South Pacific 2018 Re-release,"$458,000","$458,000",-,-
456,The Gospel According to André,"$454,550","$400,713",11.8%,"$53,837"
457,Leaning Into The Wind,"$452,372","$400,530",11.5%,"$51,842"
458,Porco Rosso 2018 Re-release,"$443,059","$443,059",-,-
459,Elf 2018 Re-release,"$442,073","$442,073",-,-
460,We the Animals,"$434,743","$400,961",7.8%,"$33,782"
461,DCI 2018 Tour Premeire,"$434,008","$434,008",-,-
462,The Sower,"$433,112","$36,233",91.6%,"$396,879"
463,Andy Irons: Kissed by God,"$430,393","$285,933",33.6%,"$144,460"
464,Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,"$422,760","$413,039",2.3%,"$9,721"
465,Frankenstein 2018 Re-release,"$417,783","$417,783",-,-
466,Happy Phirr Bhag Jayegi,"$417,669","$103,385",75.2%,"$314,284"
467,Status Update,"$416,178","$4,764",98.9%,"$411,414"
468,Vertigo 2018 Re-release,"$408,560","$394,212",3.5%,"$14,348"
469,Please Stand By,"$406,732","$9,868",97.6%,"$396,864"
470,The Philadelphia Story 2018 Re-release,"$404,524","$404,524",-,-
471,The Oath,"$401,463","$401,463",-,-
472,West Side Story 2018 Re-release,"$398,670","$398,670",-,-
473,Space Mutiny,"$397,887","$397,887",-,-
474,Krull 2018 Re-release,"$397,157","$397,157",-,-
475,The Escape,"$390,881","$14,018",96.4%,"$376,863"
476,"Westwood: Punk, Icon, Activist","$386,856","$58,979",84.8%,"$327,877"
477,How to Talk to Girls at Parties,"$385,733","$84,809",78%,"$300,924"
478,Flower,"$380,553","$328,188",13.8%,"$52,365"
479,Jane and Emma,"$380,030","$380,030",-,-
480,Daughter of Mine,"$379,010","$10,628",97.2%,"$368,382"
481,Attack on Titan: Smoke Signal,"$377,334","$377,334",-,-
482,Jurassic Park 2018 Re-release,"$374,238","$374,238",-,-
483,Pom Poko 2018 Re-release,"$372,405","$372,405",-,-
484,"Ruben Brandt, Collector 2018 Re-release","$369,809","$117,963",68.1%,"$251,846"
485,The Wizard of Oz 2018 Re-release,"$351,839","$351,839",-,-
486,Bel Canto,"$350,264","$125,569",64.2%,"$224,695"
487,Suicide the Ripple Effect,"$347,468","$347,468",-,-
488,Nureyev: Lifting the Curtain,"$342,255","$165,203",51.7%,"$177,052"
489,Bolshoi Ballet: Swan Lake,"$341,946","$88,905",74%,"$253,041"
490,Knife + Heart,"$341,847","$32,516",90.5%,"$309,331"
491,Silencio,"$338,596","$158,723",53.1%,"$179,873"
492,Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice,"$335,697","$335,697",-,-
493,Russ Taff: I Still Believe,"$334,983","$334,983",-,-
494,Shine,"$333,388","$333,388",-,-
495,The Opera House,"$325,235","$320,079",1.6%,"$5,156"
496,Teefa In Trouble,"$324,633",-,100%,"$324,633"
497,The Bolshoi Ballet: Live From Moscow - The Nutcracker,"$323,928","$323,928",-,-
498,The Cured,"$323,776","$26,630",91.8%,"$297,146"
499,Damsel,"$323,235","$305,136",5.6%,"$18,099"
500,Sauvage / Wild,"$317,536","$61,604",80.6%,"$255,932"
501,The Riot and the Dance,"$316,103","$316,103",-,-
502,The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,"$313,088","$313,088",-,-
503,MET Opera: Magic Flute,"$307,686","$307,686",-,-
504,The Mercy 2018 Re-release,"$306,205","$29,538",90.4%,"$276,667"
505,Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury,"$304,482","$304,482",-,-
506,The Bolshoi Ballet: Live From Moscow - Giselle,"$302,681","$302,681",-,-
507,Sunset Blvd. 2018 Re-release,"$299,645","$299,645",-,-
508,Okko's Inn,"$293,385","$134,787",54.1%,"$158,598"
509,More Than Funny,"$290,498","$290,498",-,-
510,Best F(r)iends: Volume 1,"$290,064","$252,410",13%,"$37,654"
511,The Silence of Others,"$289,455","$67,986",76.5%,"$221,469"
512,Generation Wealth,"$287,709","$237,709",17.4%,"$50,000"
513,Skate Kitchen,"$287,307","$236,799",17.6%,"$50,508"
514,But Deliver Us from Evil,"$285,169","$285,169",-,-
515,Disney's Newsies: The Broadway Musical! 2018 Re-release,"$282,429","$282,429",-,-
516,Namaste England,"$279,934","$104,156",62.8%,"$175,778"
517,Wonders of the Sea,"$279,415","$100,780",63.9%,"$178,635"
518,Science Fair,"$277,338","$276,195",0.4%,"$1,143"
519,The King,"$273,601","$259,291",5.2%,"$14,310"
520,The World Before Your Feet,"$268,644","$268,644",-,-
521,Doctor Who,"$264,629","$264,629",-,-
522,The Producers 2018 Re-release,"$263,277","$216,807",17.7%,"$46,470"
523,The Final Year,"$262,286","$191,900",26.8%,"$70,386"
524,Eating You Alive,"$260,534","$260,534",-,-
525,Across the Universe 2018 Re-release,"$258,618","$258,618",-,-
526,Big 2018 Re-release,"$258,507","$258,507",-,-
527,Helicopter Eela,"$256,952","$71,971",72%,"$184,981"
528,Harry Potter and the Chamber of Secrets 2018 Re-release,"$249,426","$245,501",1.6%,"$3,925"
529,Hot Summer Nights,"$246,133",-,100%,"$246,133"
530,The Fireflies Are Gone,"$245,006","$245,006",-,-
531,Dark River,"$239,182","$7,714",96.8%,"$231,468"
532,RWBY: Argus Limited,"$238,379","$238,379",-,-
533,Alien Intrusion: Unmasking a Deception,"$237,411","$237,411",-,-
534,Diamantino,"$235,041","$70,088",70.2%,"$164,953"
535,Superman 2018 Re-release,"$233,585","$233,585",-,-
536,Bishôjo senshi Sailor Moon Super S Special,"$231,434","$231,434",-,-
537,"Belle and Sebastian, Friends for Life 2018 Re-release","$229,983","$105,890",54%,"$124,093"
538,Studio 54,"$227,062","$199,767",12%,"$27,295"
539,BuyBust,"$223,720","$178,471",20.2%,"$45,249"
540,Little Pink House,"$220,948","$220,948",-,-
541,Great Performances at the Met: Puccini: Turandot,"$219,619","$172,627",21.4%,"$46,992"
542,Fragments of Truth,"$219,342","$219,342",-,-
543,Dark Money,"$217,932","$217,932",-,-
544,Getting Grace,"$217,812","$217,812",-,-
545,The Treasure of the Sierra Madre,"$215,295","$215,295",-,-
546,Agent Mr. Chan,"$208,351","$208,351",-,-
547,The Dating Project,"$208,100","$208,100",-,-
548,Heading Home: The Tale of Team Israel,"$207,533","$207,533",-,-
549,Keep the Change,"$202,788","$202,788",-,-
550,The Bolshoi Ballet: Live From Moscow - Coppélia,"$202,217","$202,217",-,-
551,Gemini,"$200,340","$200,340",-,-
552,Rebel Without a Cause 2018 Re-release,"$199,963","$199,963",-,-
553,Madeline's Madeline,"$197,309","$185,576",5.9%,"$11,733"
554,Have It All -The Movie,"$197,142","$197,142",-,-
555,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$195,517","$166,616",14.8%,"$28,901"
556,Harry Potter and the Goblet of Fire 2018 Re-release,"$193,306","$188,716",2.4%,"$4,590"
557,Claire's Camera,"$191,980","$83,418",56.5%,"$108,562"
558,The Bolshoi Ballet: Live From Moscow - Don Quixote,"$187,946","$187,946",-,-
559,Owaranai hito: Miyazaki Hayao,"$187,320","$187,320",-,-
560,Twiceland,"$186,078","$52,874",71.6%,"$133,204"
561,National Theatre Live: King Lear,"$185,305","$185,305",-,-
562,Cobra Kai Premiere Event feat. The Karate Kid,"$185,082","$185,082",-,-
563,Shock and Awe,"$182,415","$77,980",57.3%,"$104,435"
564,The Bolshoi Ballet: Live From Moscow - The Flames of Paris,"$175,922","$175,922",-,-
565,Always at The Carlyle,"$174,251","$174,251",-,-
566,The Bolshoi Ballet: Live From Moscow - La Sylphide,"$171,177","$171,177",-,-
567,Girls of the Sun,"$168,771","$19,712",88.3%,"$149,059"
568,The Clovehitch Killer,"$167,994","$8,208",95.1%,"$159,786"
569,The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,"$167,991","$167,991",-,-
570,Is Genesis History? 2018 Re-release,"$166,763","$166,763",-,-
571,Far From the Tree,"$166,018","$166,018",-,-
572,Lost & Found,"$164,026","$125,173",23.7%,"$38,853"
573,The Samuel Project,"$161,565","$161,565",-,-
574,Lu Over the Wall,"$161,253","$109,857",31.9%,"$51,396"
575,National Theatre Live: The Curious Incident of the Dog in the Night-Time 2018 Re-release,"$160,381","$160,381",-,-
576,The Last Resort,"$158,646","$158,646",-,-
577,Western,"$155,215","$41,072",73.5%,"$114,143"
578,Bad Reputation,"$154,190","$148,568",3.6%,"$5,622"
579,Eating Animals,"$153,993","$149,614",2.8%,"$4,379"
580,The Tag Along: Devil Fish,"$153,895","$20,726",86.5%,"$133,169"
581,"Buttons, A New Musical Film","$151,983","$151,983",-,-
582,Harry Potter and the Deathly Hallows: Part 1 2018 Re-release,"$148,263","$148,263",-,-
583,Night of the Living Dead 2018 Re-release,"$147,423","$147,423",-,-
584,Hannah,"$146,325","$11,700",92%,"$134,625"
585,Mr. Smith Goes to Washington 2018 Re-release,"$144,738","$144,738",-,-
586,The Price of Everything,"$144,446","$87,400",39.5%,"$57,046"
587,Disguising,"$143,108",-,100%,"$143,108"
588,Best F(r)iends Volume Two,"$141,524","$141,524",-,-
589,Support the Girls,"$139,550","$129,124",7.5%,"$10,426"
590,Head Full of Honey,"$138,844","$12,350",91.1%,"$126,494"
591,The Brawler,"$138,515","$75,929",45.2%,"$62,586"
592,Harry Potter and the Order of the Phoenix 2018 Re-release,"$136,574","$132,522",3%,"$4,052"
593,Mantra: Sounds Into Silence,"$135,684","$115,013",15.2%,"$20,671"
594,Harry Potter and the Half-Blood Prince 2018 Re-release,"$134,880","$130,081",3.6%,"$4,799"
595,Another Day of Life,"$134,801","$3,190",97.6%,"$131,611"
596,Rudy 2018 Re-release,"$131,200","$131,200",-,-
597,The Image Book,"$130,802","$94,153",28%,"$36,649"
598,Saheb Biwi Aur Gangster 3,"$130,403",-,100%,"$130,403"
599,Five Seasons: The Gardens of Piet Oudolf,"$130,319","$119,223",8.5%,"$11,096"
600,Great Performances at the Met: Puccini: Madama Butterfly,"$129,730","$129,730",-,-
601,Great Performances at the Met: Tchaikovsky: Eugene Onegin 2018 Re-release,"$129,498","$129,498",-,-
602,Great Performances at the Met: Verdi: Il Trovatore,"$129,393","$129,393",-,-
603,Love After Love,"$128,602","$121,098",5.8%,"$7,504"
604,Where Hands Touch,"$128,269","$67,743",47.2%,"$60,526"
605,Sleepless in Seattle 2018 Re-release,"$127,281","$127,281",-,-
606,The Great Buster,"$125,807","$118,344",5.9%,"$7,463"
607,Hymn: Sarah Brightman In Concert,"$124,707","$113,274",9.2%,"$11,433"
608,'85: The Greatest Team in Football History,"$124,573","$124,573",-,-
609,Wings of Desire 2018 Re-release,"$123,830","$123,830",-,-
610,Blood Fest,"$122,833","$82,774",32.6%,"$40,059"
611,Yu-Gi-Oh!: The Movie - Pyramid of Light 2018 Re-release,"$121,688","$121,688",-,-
612,Styx 2018 Re-release,"$118,188","$70,794",40.1%,"$47,394"
613,Bisbee '17,"$117,470","$117,470",-,-
614,George Takei's Allegiance 2018 Re-release,"$117,162","$117,162",-,-
615,Nostalgia,"$114,603","$114,603",-,-
616,John McEnroe: In the Realm of Perfection,"$114,289","$90,964",20.4%,"$23,325"
617,Bodied,"$113,956","$113,956",-,-
618,Filmworker,"$112,828","$102,609",9.1%,"$10,219"
619,A Boy. A Girl. A Dream.,"$112,552","$112,552",-,-
620,"Hale County This Morning, This Evening","$112,282","$112,282",-,-
621,The Dawn Wall,"$112,191","$112,191",-,-
622,A Chance in the World,"$112,007","$112,007",-,-
623,A Paris Education,"$111,197","$21,598",80.6%,"$89,599"
624,Red Sorghum,"$108,371",-,100%,"$108,371"
625,"No Date, No Signature","$107,368","$36,444",66.1%,"$70,924"
626,National Theatre Live: Julius Caesar,"$107,057","$107,057",-,-
627,The Charmer,"$106,379","$26,167",75.4%,"$80,212"
628,Never Heard,"$105,271","$105,271",-,-
629,Andrei Rublev 2018 Re-release,"$102,021","$102,021",-,-
630,Kickboxer: Retaliation,"$101,690","$4,537",95.5%,"$97,153"
631,All About Nina,"$100,335","$100,335",-,-
632,Meow Wolf: Origin Story,"$99,488","$99,488",-,-
633,Reign of Judges: Title of Liberty - Concept Short,"$98,408","$93,224",5.3%,"$5,184"
634,National Theatre Live: Macbeth,"$97,857","$97,857",-,-
635,Godspeed: The Race Across America,"$96,690","$96,690",-,-
636,The Night Eats the World,"$95,208",-,100%,"$95,208"
637,Let the Corpses Tan,"$93,409","$93,409",-,-
638,Nancy,"$92,000","$80,115",12.9%,"$11,885"
639,BANDSTAND: The Broadway Musical on Screen 2018 Re-release,"$91,000","$91,000",-,-
640,Yuri!!! On Ice,"$90,751","$81,878",9.8%,"$8,873"
641,Minding the Gap,"$90,328","$11,998",86.7%,"$78,330"
642,Running for Grace,"$89,988","$89,988",-,-
643,Cat on a Hot Tin Roof,"$89,332","$89,332",-,-
644,Goldstone 2018 Re-release,"$87,639","$87,639",-,-
645,Beuys,"$86,451","$65,410",24.3%,"$21,041"
646,"Nico, 1988","$83,558","$73,304",12.3%,"$10,254"
647,Doctor Who: The Woman Who Fell to Earth,"$82,698","$82,698",-,-
648,Bhavesh Joshi Superhero,"$81,792","$57,376",29.9%,"$24,416"
649,Yomeddine,"$81,030","$11,308",86%,"$69,722"
650,Woman Walks Ahead,"$80,912","$57,528",28.9%,"$23,384"
651,En el séptimo día,"$79,887","$79,887",-,-
652,The Boxcar Children - Surprise Island,"$78,676","$78,676",-,-
653,Un traductor,"$78,075","$13,509",82.7%,"$64,566"
654,Parchi,"$77,110","$69,431",10%,"$7,679"
655,93Queen,"$76,056","$76,056",-,-
656,Touch Me Not,"$75,507","$13,782",81.7%,"$61,725"
657,The Riot Act,"$75,506","$75,506",-,-
658,Where Is Kyra?,"$74,821","$59,717",20.2%,"$15,104"
659,Above and Beyond: NASA's Journey to Tomorrow,"$74,711","$74,711",-,-
660,The Boy Downstairs,"$73,988","$13,638",81.6%,"$60,350"
661,After Auschwitz,"$73,885","$73,885",-,-
662,Primal Rage: The Legend of Konga,"$73,383","$21,497",70.7%,"$51,886"
663,Antonio Lopez 1970: Sex Fashion & Disco,"$73,122","$43,169",41%,"$29,953"
664,The Fog 2018 Re-release,"$70,421","$70,421",-,-
665,Wastelander,"$70,045","$70,045",-,-
666,Chef Flynn,"$69,542","$68,407",1.6%,"$1,135"
667,Outside In,"$68,492","$68,492",-,-
668,The Eyes of Orson Welles,"$68,328","$10,253",85%,"$58,075"
669,10x10,"$68,260","$2,263",96.7%,"$65,997"
670,Making the Five Heartbeats,"$67,415","$67,415",-,-
671,The Doctor from India,"$67,136","$67,136",-,-
672,"3100, Run and Become","$66,789","$65,524",1.9%,"$1,265"
673,Searching for Ingmar Bergman,"$64,742","$36,686",43.3%,"$28,056"
674,"Monrovia, Indiana","$64,596","$63,944",1%,$652
675,The Gardener,"$62,734","$62,734",-,-
676,The Swan,"$62,716","$2,367",96.2%,"$60,349"
677,River Runs Red,"$61,789","$9,893",84%,"$51,896"
678,Here and Now,"$61,271","$13,892",77.3%,"$47,379"
679,Never Goin' Back,"$61,271","$61,271",-,-
680,A Kid Like Jake,"$60,784","$58,403",3.9%,"$2,381"
681,Viper Club,"$60,607","$60,607",-,-
682,Bomb City,"$59,329","$59,329",-,-
683,Digimon Adventure tri. Part 4: Loss,"$59,114","$59,114",-,-
684,Horn from the Heart: The Paul Butterfield Story,"$58,597","$58,597",-,-
685,Cynthia,"$58,177","$58,177",-,-
686,In Search of Greatness,"$58,090","$58,090",-,-
687,Ramen Heads,"$57,345","$57,345",-,-
688,Mamma Mia! 2018 Re-release,"$55,168","$39,601",28.2%,"$15,567"
689,American Dream: Detroit,"$55,092","$55,092",-,-
690,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"$54,916","$54,916",-,-
691,Digimon Adventure tri. Part 6: Future,"$54,324","$54,324",-,-
692,The Assassin's Code,"$53,940","$11,218",79.2%,"$42,722"
693,The Legend of Hallowaiian,"$53,738",$451,99.2%,"$53,287"
694,Grass,"$53,503","$8,084",84.9%,"$45,419"
695,The Great Silence,"$53,074","$53,074",-,-
696,The Snowman Trek,"$51,743","$51,743",-,-
697,Wanda 2018 Re-release,"$51,713","$51,713",-,-
698,The Royal Wedding: Prince Harry and Meghan Markle,"$50,264","$50,264",-,-
699,Bigger,"$49,997","$46,382",7.2%,"$3,615"
700,Jumanji/Jumanji: Welcome to the Jungle 2018 NCM Fathom Event,"$49,381","$49,381",-,-
701,Hal,"$49,045","$48,698",0.7%,$347
702,The China Hustle,"$48,650","$48,650",-,-
703,350 Days - Legends. Champions. Survivors,"$47,526","$47,526",-,-
704,Mercury,"$45,429",-,100%,"$45,429"
705,That Summer,"$44,659","$34,556",22.6%,"$10,103"
706,Submission,"$44,069","$39,985",9.3%,"$4,084"
707,Liyana,"$44,045","$44,045",-,-
708,Garry Winogrand: All Things are Photographable,"$44,002","$44,002",-,-
709,Hitler's Hollywood,"$43,766","$43,766",-,-
710,First We Take Brooklyn,"$42,812","$42,812",-,-
711,Golden Exits,"$41,888","$41,888",-,-
712,Jonathan,"$41,558",-,100%,"$41,558"
713,Blue Iguana,"$41,050",-,100%,"$41,050"
714,On Her Shoulders,"$40,145","$28,288",29.5%,"$11,857"
715,Humor Me,"$40,099","$40,099",-,-
716,An Elephant Sitting Still,"$39,599","$32,556",17.8%,"$7,043"
717,I Do Not Care If We Go Down in History as Barbarians,"$39,171","$11,307",71.1%,"$27,864"
718,Divide and Conquer,"$38,510","$38,510",-,-
719,Araby,"$38,399","$38,399",-,-
720,No Intenso Agora,"$38,223","$24,955",34.7%,"$13,268"
721,Gray Matter,"$38,034","$38,034",-,-
722,The Heart of Nuba,"$37,788","$37,788",-,-
723,Krystal,"$37,516","$37,516",-,-
724,Small Group,"$37,058","$37,058",-,-
725,24 Frames,"$37,045","$34,482",6.9%,"$2,563"
726,Mind Game,"$36,613","$36,613",-,-
727,For Those Who Don't Read Me,"$36,506","$36,506",-,-
728,Le Corbeau,"$36,089","$36,089",-,-
729,The House of Tomorrow,"$35,821","$35,821",-,-
730,The Road Movie,"$35,757","$35,757",-,-
731,Good Manners,"$35,714","$31,177",12.7%,"$4,537"
732,PGS: Intuition Is Your Personal Guidance System,"$35,423","$35,423",-,-
733,Holy Hell,"$34,366","$34,366",-,-
734,Maui,"$33,953","$33,953",-,-
735,"Distant Voices, Still Lives 2018 Re-release","$33,301","$5,234",84.3%,"$28,067"
736,The Nun,"$32,659","$30,245",7.4%,"$2,414"
737,Sollers Point,"$32,608","$32,608",-,-
738,Goodland,"$32,140","$32,140",-,-
739,Moynihan,"$31,970","$31,970",-,-
740,Poor Boy,"$31,031","$31,031",-,-
741,Heavy Trip,"$30,351","$10,153",66.5%,"$20,198"
742,Cold Water,"$30,209","$30,209",-,-
743,Memories of Underdevelopment 2018 Re-release,"$29,647","$29,647",-,-
744,Charm City,"$29,335","$29,335",-,-
745,Restoring Tomorrow,"$28,556","$28,556",-,-
746,Quai des Orfèvres 2018 Re-release,"$28,013","$28,013",-,-
747,The Amendment,"$27,961","$27,961",-,-
748,Senso,"$27,723","$27,723",-,-
749,Milford Graves Full Mantis,"$26,566","$26,566",-,-
750,At First Light,"$26,338","$3,292",87.5%,"$23,046"
751,Marlina the Murderer in Four Acts,"$26,331","$17,788",32.4%,"$8,543"
752,The Misandrists,"$26,123","$26,123",-,-
753,Ridge Runners,"$26,019","$26,019",-,-
754,Jet Trash 2018 Re-release,"$26,002","$26,002",-,-
755,Black Mother,"$25,919","$18,762",27.6%,"$7,157"
756,Vazante,"$25,091","$23,884",4.8%,"$1,207"
757,An Elephant's Journey,"$24,844","$24,844",-,-
758,Too Late to Die Young,"$24,487","$16,591",32.2%,"$7,896"
759,Under The Wire,"$23,897","$3,429",85.7%,"$20,468"
760,Death House,"$23,833","$23,833",-,-
761,An Evening with Beverly Luff Linn,"$23,515","$6,701",71.5%,"$16,814"
762,Letter from Masanjia,"$23,481","$23,481",-,-
763,The Judge,"$23,127","$22,257",3.8%,$870
764,Three Peaks,"$23,069","$16,216",29.7%,"$6,853"
765,Anything,"$22,537","$19,037",15.5%,"$3,500"
766,The Atomic Cafe,"$22,293","$22,293",-,-
767,Winning Formula,"$22,189","$22,189",-,-
768,The Female Brain,"$21,786","$21,786",-,-
769,Half the Picture,"$21,589","$21,589",-,-
770,Hagazussa,"$21,487","$13,253",38.3%,"$8,234"
771,Tyrel,"$21,456","$21,456",-,-
772,Ganja & Hess,"$21,197","$21,197",-,-
773,The Happys,"$21,108","$21,108",-,-
774,Ava,"$20,940","$20,940",-,-
775,Did You Wonder Who Fired the Gun?,"$20,765","$20,765",-,-
776,Freak Show,"$20,657","$19,696",4.7%,$961
777,Ice Dragon: Legend of the Blue Daisies,"$20,549","$20,549",-,-
778,The Devil and Father Amorth,"$20,449","$20,449",-,-
779,Izzy Gets the F*ck Across Town,"$20,208","$20,208",-,-
780,Apocalypsis,"$20,052","$20,052",-,-
781,Eight Hours Don't Make a Day,"$19,987","$19,987",-,-
782,"One Sings, the Other Doesn't","$19,919","$19,919",-,-
783,Active Measures,"$19,862","$19,862",-,-
784,Damascus Cover,"$19,532",-,100%,"$19,532"
