Rank,Release Group,Worldwide,Domestic,%,Foreign
45,Focus,"$158,762,963","$53,862,963",66.1%,"$104,900,000"
46,Goosebumps,"$158,260,952","$80,080,379",49.4%,"$78,180,573"
47,Ip Man 3,"$156,954,938","$2,679,437",98.3%,"$154,275,501"
48,The Hateful Eight,"$155,760,117","$54,117,416",65.3%,"$101,642,701"
49,Gods of Egypt,"$150,680,864","$31,153,464",79.3%,"$119,527,400"
50,The Last Witch Hunter,"$146,936,910","$27,367,660",81.4%,"$119,569,250"
51,Trainwreck,"$140,795,793","$110,212,700",21.7%,"$30,583,093"
52,Mr. Six,"$139,191,345","$1,415,450",99%,"$137,775,895"
53,Point Break,"$133,718,711","$28,782,481",78.5%,"$104,936,230"
54,The Big Short,"$133,440,870","$70,259,870",47.3%,"$63,181,000"
55,Pan,"$128,388,320","$35,088,320",72.7%,"$93,300,000"
56,Detective Chinatown,"$125,842,935","$474,252",99.6%,"$125,368,683"
57,Wolf Totem,"$125,837,070","$210,591",99.8%,"$125,626,479"
58,Ride Along 2,"$124,605,297","$91,221,830",26.8%,"$33,383,467"
59,Dragon Blade,"$122,593,849","$74,068",99.9%,"$122,519,781"
60,Magic Mike XXL,"$117,813,057","$66,013,057",44%,"$51,800,000"
61,Insidious: Chapter 3,"$112,983,889","$52,218,558",53.8%,"$60,765,331"
62,Get Hard,"$111,711,453","$90,411,453",19.1%,"$21,300,000"
63,The 5th Wave,"$109,906,372","$34,916,787",68.2%,"$74,989,585"
64,Paul Blart: Mall Cop 2,"$107,588,225","$71,038,190",34%,"$36,550,035"
65,Vacation,"$107,228,221","$58,884,188",45.1%,"$48,344,033"
66,The Man from U.N.C.L.E.,"$107,045,109","$45,445,109",57.5%,"$61,600,000"
67,Shaun the Sheep Movie,"$106,209,378","$19,375,982",81.8%,"$86,833,396"
68,Sisters,"$105,011,053","$87,044,645",17.1%,"$17,966,408"
69,Chappie,"$102,811,889","$31,569,268",69.3%,"$71,242,621"
70,Joy,"$101,134,059","$56,451,232",44.2%,"$44,682,827"
71,Black Mass,"$99,775,678","$62,575,678",37.3%,"$37,200,000"
72,Spotlight,"$98,690,254","$45,055,776",54.3%,"$53,634,478"
73,Devil and Angel,"$98,599,942","$131,058",99.9%,"$98,468,884"
74,The Visit,"$98,450,062","$65,206,105",33.8%,"$33,243,957"
75,The Little Prince,"$97,571,250","$1,339,152",98.6%,"$96,232,098"
76,Assassination,"$96,119,773","$1,904,682",98%,"$94,215,091"
77,Poltergeist,"$95,437,994","$47,425,125",50.3%,"$48,012,869"
78,Veteran,"$94,393,020","$1,200,627",98.7%,"$93,192,393"
79,In the Heart of the Sea,"$93,920,758","$25,020,758",73.4%,"$68,900,000"
80,Kill Zone 2,"$93,638,358","$11,998",100%,"$93,626,360"
81,Southpaw,"$91,970,827","$52,421,953",43%,"$39,548,874"
82,The Second Best Exotic Marigold Hotel,"$85,978,266","$33,078,266",61.5%,"$52,900,000"
83,Paper Towns,"$85,512,300","$32,000,304",62.6%,"$53,511,996"
84,Sicario,"$84,872,444","$46,889,293",44.8%,"$37,983,151"
85,Hitman: Agent 47,"$82,347,656","$22,467,450",72.7%,"$59,880,206"
86,Go Away Mr. Tumor,"$80,606,893","$286,639",99.6%,"$80,320,254"
87,The Wedding Ringer,"$79,799,880","$64,460,211",19.2%,"$15,339,669"
88,Paranormal Activity: The Ghost Dimension,"$78,903,124","$18,300,124",76.8%,"$60,603,000"
89,Bajrangi Bhaijaan,"$75,547,184","$8,178,001",89.2%,"$67,369,183"
90,War Room,"$73,267,874","$67,790,117",7.5%,"$5,477,757"
91,The Transporter Refueled,"$72,629,670","$16,029,670",77.9%,"$56,600,000"
92,Run All Night,"$71,561,644","$26,461,644",63%,"$45,100,000"
93,13 Hours,"$69,411,370","$52,853,219",23.9%,"$16,558,151"
94,Running Man,"$68,782,475","$310,978",99.5%,"$68,471,497"
95,The Age of Adaline,"$65,663,276","$42,629,776",35.1%,"$23,033,500"
96,Zhongkui: Snow Girl and the Dark Crystal,"$64,325,947","$165,428",99.7%,"$64,160,519"
97,The Danish Girl,"$64,191,523","$11,114,018",82.7%,"$53,077,505"
98,The Boy,"$64,188,367","$35,819,556",44.2%,"$28,368,811"
99,The Longest Ride,"$62,944,815","$37,446,117",40.5%,"$25,498,698"
100,Unfriended,"$62,882,090","$32,482,090",48.3%,"$30,400,000"
101,Brooklyn,"$62,076,141","$38,322,743",38.3%,"$23,753,398"
102,"Dragon Ball Z: Resurrection ""F""","$61,768,190","$8,008,363",87%,"$53,759,827"
103,Woman in Gold,"$61,619,773","$33,307,793",45.9%,"$28,311,980"
104,Krampus,"$61,548,707","$42,725,475",30.6%,"$18,823,232"
105,The Perfect Guy,"$60,273,173","$57,027,435",5.4%,"$3,245,738"
106,Forever Young,"$59,981,902","$149,761",99.8%,"$59,832,141"
107,Miss Granny,"$59,396,311","$234,573",99.6%,"$59,161,738"
108,The Gift,"$58,978,653","$43,787,265",25.8%,"$15,191,388"
109,No Escape,"$54,418,872","$27,288,872",49.9%,"$27,130,000"
110,Sinister 2,"$53,329,150","$27,740,955",48%,"$25,588,195"
111,Found a Treasure Called Love,"$52,715,771","$4,364,639",91.7%,"$48,351,132"
112,The Boy Next Door,"$52,425,855","$35,423,380",32.4%,"$17,002,475"
113,The Night Before,"$52,395,996","$43,047,372",17.8%,"$9,348,624"
114,Hot Pursuit,"$51,380,201","$34,580,201",32.7%,"$16,800,000"
115,The Himalayas,"$50,544,493","$696,717",98.6%,"$49,847,776"
116,The Boy and the Beast,"$49,714,378","$490,643",99%,"$49,223,735"
117,Surprise,"$49,567,466",-,100%,"$49,567,466"
118,Entourage,"$49,263,404","$32,363,404",34.3%,"$16,900,000"
119,The Woman in Black 2: Angel of Death,"$48,854,305","$26,501,323",45.8%,"$22,352,982"
120,Concussion,"$48,623,572","$34,542,474",29%,"$14,081,098"
121,Mortdecai,"$47,275,695","$7,696,134",83.7%,"$39,579,561"
122,Let's Get Married,"$45,972,724","$462,918",99%,"$45,509,806"
123,Somewhere Only We Know,"$45,737,711","$482,341",98.9%,"$45,255,370"
124,"McFarland, USA","$45,710,059","$44,482,410",2.7%,"$1,227,649"
125,Hero,"$45,565,534","$88,675",99.8%,"$45,476,859"
126,Still Alice,"$44,779,195","$18,754,371",58.1%,"$26,024,824"
127,Max,"$43,967,255","$42,656,255",3%,"$1,311,000"
128,The DUFF,"$43,709,744","$34,030,343",22.1%,"$9,679,401"
129,Legend,"$42,972,994","$1,872,994",95.6%,"$41,100,000"
130,The Gallows,"$42,964,410","$22,764,410",47%,"$20,200,000"
131,Love the Coopers,"$42,426,912","$26,302,731",38%,"$16,124,181"
132,The Lady in the Van,"$41,387,687","$10,021,175",75.8%,"$31,366,512"
133,Ricki and the Flash,"$41,325,328","$26,822,144",35.1%,"$14,503,184"
134,Carol,"$40,272,135","$12,711,491",68.4%,"$27,560,644"
135,Northern Limit Line,"$40,034,677","$337,907",99.2%,"$39,696,770"
136,Criminal,"$38,803,993","$14,708,696",62.1%,"$24,095,297"
137,Boruto: Naruto The Movie,"$38,362,448","$919,651",97.6%,"$37,442,797"
138,The Lazarus Effect,"$38,356,892","$25,801,570",32.7%,"$12,555,322"
139,A Walk in the Woods,"$37,461,274","$29,504,281",21.2%,"$7,956,993"
140,Ex Machina,"$36,869,414","$25,442,958",31%,"$11,426,456"
141,Burnt,"$36,606,743","$13,651,946",62.7%,"$22,954,797"
142,The Priests,"$36,577,134","$185,093",99.5%,"$36,392,041"
143,Room,"$35,401,758","$14,677,654",58.5%,"$20,724,104"
144,Lost and Love,"$34,930,177","$188,817",99.5%,"$34,741,360"
145,Secret in Their Eyes,"$34,854,990","$20,180,155",42.1%,"$14,674,835"
146,Steve Jobs,"$34,441,873","$17,766,658",48.4%,"$16,675,215"
147,Victor Frankenstein,"$34,227,298","$5,775,076",83.1%,"$28,452,222"
148,The Witness,"$33,963,557","$418,063",98.8%,"$33,545,494"
149,Project Almanac,"$33,213,241","$22,348,241",32.7%,"$10,865,000"
150,Dilwale,"$31,994,323","$4,871,263",84.8%,"$27,123,060"
151,Suffragette,"$31,972,096","$4,702,420",85.3%,"$27,269,676"
152,Self/less,"$31,807,156","$12,279,691",61.4%,"$19,527,465"
153,Saving Mr. Wu,"$31,222,161","$92,696",99.7%,"$31,129,465"
154,Attack on Titan Part 1,"$30,810,658","$449,523",98.5%,"$30,361,135"
155,A Man Called Ove,"$30,691,696","$3,479,315",88.7%,"$27,212,381"
156,Far from the Madding Crowd,"$30,229,977","$12,236,500",59.5%,"$17,993,477"
157,Mr. Holmes,"$29,355,203","$17,737,646",39.6%,"$11,617,557"
158,Love & Mercy,"$28,641,776","$12,551,031",56.2%,"$16,090,745"
159,The 33,"$27,972,023","$12,227,722",56.3%,"$15,744,301"
160,Irrational Man,"$27,391,084","$4,030,360",85.3%,"$23,360,724"
161,Detective K: Secret of the Lost Island,"$27,387,870","$185,367",99.3%,"$27,202,503"
162,American Ultra,"$27,262,374","$14,440,985",47%,"$12,821,389"
163,Aloha,"$26,250,020","$21,067,116",19.7%,"$5,182,904"
164,Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561","$9,080,818",64.9%,"$16,811,743"
165,Wild City,"$24,817,852","$34,866",99.9%,"$24,782,986"
166,Capture the Flag,"$24,604,331","$6,690",100%,"$24,597,641"
167,The Gunman,"$24,177,137","$10,664,749",55.9%,"$13,512,388"
168,The Dressmaker,"$23,762,417","$2,022,115",91.5%,"$21,740,302"
169,Amy,"$23,706,049","$8,413,144",64.5%,"$15,292,905"
170,Youth,"$23,469,540","$2,703,296",88.5%,"$20,766,244"
171,Solace,"$22,354,572",-,100%,"$22,354,572"
172,Twenty,"$22,271,862","$136,125",99.4%,"$22,135,737"
173,Fifty Shades of Black,"$22,227,514","$11,686,940",47.4%,"$10,540,574"
174,Black or White,"$21,833,967","$21,571,189",1.2%,"$262,778"
175,Welcome Back,"$21,775,694","$1,388,365",93.6%,"$20,387,329"
176,It Follows,"$21,528,593","$14,674,076",31.8%,"$6,854,517"
177,Love Live! The School Idol Movie,"$21,292,009","$115,840",99.5%,"$21,176,169"
178,The Clan,"$20,381,995","$201,227",99%,"$20,180,768"
179,Singh Is Bliing,"$20,224,851","$919,095",95.5%,"$19,305,756"
180,Brothers,"$19,694,450","$613,775",96.9%,"$19,080,675"
181,Blackhat,"$19,652,057","$8,005,980",59.3%,"$11,646,077"
182,Dope,"$17,986,781","$17,506,470",2.7%,"$480,311"
183,Regression,"$17,671,101","$55,039",99.7%,"$17,616,062"
184,Neerja,"$17,618,280","$1,585,687",91%,"$16,032,593"
185,Little Boy,"$17,572,289","$6,485,961",63.1%,"$11,086,328"
186,While We're Young,"$17,287,309","$7,587,485",56.1%,"$9,699,824"
187,Monkey Kingdom,"$16,839,663","$16,432,322",2.4%,"$407,341"
188,Macbeth,"$16,322,067","$1,110,707",93.2%,"$15,211,360"
189,Gangnam Blues,"$16,191,434","$18,022",99.9%,"$16,173,412"
190,Scouts Guide to the Zombie Apocalypse,"$16,137,046","$3,703,046",77.1%,"$12,434,000"
191,The Brand New Testament,"$15,709,652","$127,910",99.2%,"$15,581,742"
192,Chronicles of Evil,"$15,460,494","$105,057",99.3%,"$15,355,437"
193,Our Little Sister,"$15,407,615","$64,441",99.6%,"$15,343,174"
194,Attack on Titan Part 2,"$15,186,410","$305,934",98%,"$14,880,476"
195,Spectacle,"$15,159,762","$2,065,487",86.4%,"$13,094,275"
196,Unfinished Business,"$14,431,253","$10,219,501",29.2%,"$4,211,752"
197,45 Years,"$14,430,249","$4,247,285",70.6%,"$10,182,964"
198,Do You Believe?,"$14,410,698","$12,985,600",9.9%,"$1,425,098"
199,Woodlawn,"$14,401,617","$14,394,097",<0.1%,"$7,520"
200,The Beauty Inside,"$14,301,869","$108,083",99.2%,"$14,193,786"
201,Shaandaar,"$14,120,808","$521,794",96.3%,"$13,599,014"
202,Back To The Future Day,"$13,810,000","$1,650,000",88.1%,"$12,160,000"
203,Phantom,"$13,676,590","$489,984",96.4%,"$13,186,606"
204,Love Forecast,"$13,608,637","$32,211",99.8%,"$13,576,426"
205,Strange Magic,"$13,603,453","$12,429,583",8.6%,"$1,173,870"
206,Hot Tub Time Machine 2,"$13,081,651","$12,314,651",5.9%,"$767,000"
207,The Vatican Tapes,"$13,015,764","$1,784,763",86.3%,"$11,231,001"
208,Pyaar Ka Punchnama 2,"$12,983,721","$222,856",98.3%,"$12,760,865"
209,The Wave,"$12,975,143","$177,404",98.6%,"$12,797,739"
210,Child 44,"$12,951,093","$1,224,330",90.5%,"$11,726,763"
211,The Green Inferno,"$12,666,449","$7,192,291",43.2%,"$5,474,158"
212,The Assassin,"$11,991,669","$632,542",94.7%,"$11,359,127"
213,C'est Si Bon,"$11,750,035","$164,167",98.6%,"$11,585,868"
214,Trumbo,"$11,430,025","$7,857,741",31.3%,"$3,572,284"
215,Bajirao Mastani,"$11,350,917","$6,557,047",42.2%,"$4,793,870"
216,Tomorrow,"$11,277,905","$62,510",99.4%,"$11,215,395"
217,We Are Your Friends,"$11,122,090","$3,591,417",67.7%,"$7,530,673"
218,Only You,"$10,857,889","$61,565",99.4%,"$10,796,324"
219,Danny Collins,"$10,835,752","$5,637,066",48%,"$5,198,686"
220,The Phone,"$10,551,318","$40,516",99.6%,"$10,510,802"
221,A Little Chaos,"$10,084,623","$558,173",94.5%,"$9,526,450"
222,Me and Earl and the Dying Girl,"$9,074,749","$6,758,416",25.5%,"$2,316,333"
223,Truman,"$9,027,600","$210,840",97.7%,"$8,816,760"
224,Marguerite,"$8,754,356","$506,677",94.2%,"$8,247,679"
225,Our Brand Is Crisis,"$8,527,658","$7,002,261",17.9%,"$1,525,397"
226,The Office,"$8,290,521","$63,675",99.2%,"$8,226,846"
227,My King,"$8,003,331","$54,114",99.3%,"$7,949,217"
228,The Ark of Mr Chow,"$7,894,075","$54,075",99.3%,"$7,840,000"
229,Salut d'Amour,"$7,858,183","$22,480",99.7%,"$7,835,703"
230,Mia madre,"$7,723,656","$303,002",96.1%,"$7,420,654"
231,Lolo,"$7,663,798","$24,134",99.7%,"$7,639,664"
232,Klovn Forever,"$7,585,569","$5,700",99.9%,"$7,579,869"
233,Miss You Already,"$7,573,997","$1,162,653",84.6%,"$6,411,344"
234,The Advocate: A Missing Body,"$7,550,177","$50,162",99.3%,"$7,500,015"
235,A Bigger Splash,"$7,545,758","$2,024,099",73.2%,"$5,521,659"
236,Big Game,"$7,455,398","$24,752",99.7%,"$7,430,646"
237,I'll See You in My Dreams,"$7,452,512","$7,449,681",<0.1%,"$2,831"
238,Grandma,"$7,205,073","$6,980,524",3.1%,"$224,549"
239,Talvar,"$6,879,098","$342,370",95%,"$6,536,728"
240,Baahubali: The Beginning,"$6,787,855","$6,738,000",0.7%,"$49,855"
241,Wild Card,"$6,738,764",-,100%,"$6,738,764"
242,Son of Saul,"$6,659,121","$1,777,043",73.3%,"$4,882,078"
243,The Measure of a Man,"$6,518,931","$112,391",98.3%,"$6,406,540"
244,The Lobster,"$6,504,366","$376,871",94.2%,"$6,127,495"
245,A Journey Through Time with Antony,"$6,389,648","$127,381",98%,"$6,262,267"
246,Sheng zhe wei wang,"$6,313,827","$163,406",97.4%,"$6,150,421"
247,Absolutely Anything,"$6,303,792","$20,169",99.7%,"$6,283,623"
248,She's Funny That Way,"$6,034,851","$111,996",98.1%,"$5,922,855"
249,Learning to Drive,"$5,967,516","$3,447,633",42.2%,"$2,519,883"
250,Testament of Youth,"$5,874,883","$1,822,250",69%,"$4,052,633"
251,Anomalisa,"$5,659,286","$3,759,286",33.6%,"$1,900,000"
252,Fathers & Daughters,"$5,587,709",-,100%,"$5,587,709"
253,Knock Knock,"$5,567,103","$36,336",99.3%,"$5,530,767"
254,Last Cab to Darwin,"$5,543,036","$34,193",99.4%,"$5,508,843"
255,Tale of Tales,"$5,497,104","$118,925",97.8%,"$5,378,179"
256,The Student and Mister Henri,"$5,411,932",$761,100%,"$5,411,171"
257,Truth,"$5,383,097","$2,541,854",52.8%,"$2,841,243"
258,Mustang,"$5,274,664","$845,464",84%,"$4,429,200"
259,True Story,"$5,261,595","$4,719,695",10.3%,"$541,900"
260,Mountains May Depart,"$5,210,160","$82,913",98.4%,"$5,127,247"
261,MI-5,"$5,161,464",-,100%,"$5,161,464"
262,Mr. X,"$5,061,387","$44,995",99.1%,"$5,016,392"
263,Worlds Apart,"$5,011,560","$60,298",98.8%,"$4,951,262"
264,90 Minutes in Heaven,"$4,842,699","$4,842,699",-,-
265,A Royal Night Out,"$4,779,170","$228,136",95.2%,"$4,551,034"
266,Men & Chicken,"$4,765,472","$30,207",99.4%,"$4,735,265"
267,Sweet Bean,"$4,720,010","$124,800",97.4%,"$4,595,210"
268,Heneral Luna,"$4,625,639","$206,040",95.5%,"$4,419,599"
269,Blinky Bill the Movie,"$4,344,536",-,100%,"$4,344,536"
270,Standing Tall,"$4,323,120","$26,144",99.4%,"$4,296,976"
271,Tanu Weds Manu Returns,"$4,180,081","$3,043,479",27.2%,"$1,136,602"
272,Dil Dhadakne Do,"$4,161,630","$3,066,100",26.3%,"$1,095,530"
273,Katti Batti,"$4,079,135","$364,932",91.1%,"$3,714,203"
274,A Perfect Day,"$4,009,440","$14,044",99.6%,"$3,995,396"
275,Taxi,"$3,906,227","$321,642",91.8%,"$3,584,585"
276,Sweet 20,"$3,810,429","$71,775",98.1%,"$3,738,654"
277,Summertime,"$3,719,031","$35,322",99.1%,"$3,683,709"
278,Spare Parts,"$3,701,281","$3,618,912",2.2%,"$82,369"
279,5 Flights Up,"$3,679,847","$1,020,921",72.3%,"$2,658,926"
280,A la mala,"$3,646,627","$3,629,842",0.5%,"$16,785"
281,Ladrones,"$3,504,414","$3,063,505",12.6%,"$440,909"
282,He Named Me Malala,"$3,433,606","$2,668,936",22.3%,"$764,670"
283,Rock the Kasbah,"$3,394,174","$3,020,664",11%,"$373,510"
284,Mistress America,"$3,340,737","$2,500,431",25.2%,"$840,306"
285,The Program,"$3,335,613","$13,074",99.6%,"$3,322,539"
286,By the Sea,"$3,334,927","$538,460",83.9%,"$2,796,467"
287,Heist,"$3,294,317","$50,136",98.5%,"$3,244,181"
288,In Harmony,"$3,242,445","$3,144",99.9%,"$3,239,301"
289,Sleeping with Other People,"$3,224,947","$819,431",74.6%,"$2,405,516"
290,Embrace of the Serpent,"$3,217,176","$1,329,249",58.7%,"$1,887,927"
291,I,"$3,200,113","$1,449,232",54.7%,"$1,750,881"
292,Victoria,"$3,191,971",-,100%,"$3,191,971"
293,Empire of Lust,"$3,191,168","$10,654",99.7%,"$3,180,514"
294,Land of Mine,"$3,169,553","$435,266",86.3%,"$2,734,287"
295,The People Vs. Fritz Bauer,"$3,083,973","$288,483",90.6%,"$2,795,490"
296,The End of the Tour,"$3,072,991","$3,002,884",2.3%,"$70,107"
297,Jane Got a Gun,"$3,067,531","$1,513,793",50.7%,"$1,553,738"
298,Remember,"$3,054,936","$547,009",82.1%,"$2,507,927"
299,The Second Mother,"$3,003,560","$376,986",87.4%,"$2,626,574"
300,The Last: Naruto the Movie,"$2,949,185","$524,451",82.2%,"$2,424,734"
301,Captive,"$2,801,508","$2,583,301",7.8%,"$218,207"
302,Chi-Raq,"$2,719,699","$2,653,032",2.5%,"$66,667"
303,Piku,"$2,452,343","$1,801,807",26.5%,"$650,536"
304,The Oscar Nominated Short Films 2015: Live Action,"$2,412,593","$2,412,593",-,-
305,Cake,"$2,360,281","$1,951,776",17.3%,"$408,505"
306,Memories of the Sword,"$2,345,062","$111,071",95.3%,"$2,233,991"
307,Meru,"$2,334,228","$2,334,228",-,-
308,Jem and the Holograms,"$2,333,684","$2,184,640",6.4%,"$149,044"
309,WARx2,"$2,310,625","$2,310,625",-,-
310,My All-American,"$2,246,000","$2,246,000",-,-
311,Goodnight Mommy,"$2,193,474","$1,178,196",46.3%,"$1,015,278"
312,The Benefactor,"$2,159,380",-,100%,"$2,159,380"
313,A Fool,"$2,067,820","$8,212",99.6%,"$2,059,608"
314,Diary of a Chambermaid,"$1,971,247","$54,235",97.2%,"$1,917,012"
315,Old Fashioned,"$1,914,090","$1,914,090",-,-
316,Game of Thrones Season 4 Finale,"$1,896,092","$1,896,092",-,-
317,The Hallow,"$1,862,407","$13,906",99.3%,"$1,848,501"
318,99 Homes,"$1,828,232","$1,411,927",22.8%,"$416,305"
319,Rams,"$1,826,583","$149,250",91.8%,"$1,677,333"
320,Infinitely Polar Bear,"$1,824,678","$1,430,655",21.6%,"$394,023"
321,The Diary of a Teenage Girl,"$1,775,133","$1,477,002",16.8%,"$298,131"
322,Dior and I,"$1,769,832","$1,028,953",41.9%,"$740,879"
323,Meet the Patels,"$1,700,681","$1,700,681",-,-
324,Janis: Little Girl Blue,"$1,683,166","$410,465",75.6%,"$1,272,701"
325,The Bride,"$1,682,689",-,100%,"$1,682,689"
326,The Letters,"$1,647,416","$1,647,416",-,-
327,Iris,"$1,620,708","$1,310,678",19.1%,"$310,030"
328,Queen of the Desert,"$1,592,853",-,100%,"$1,592,853"
329,My Golden Days,"$1,509,773","$269,144",82.2%,"$1,240,629"
330,Good Kill,"$1,474,471","$316,472",78.5%,"$1,157,999"
331,Freeheld,"$1,474,471","$573,335",61.1%,"$901,136"
332,The Wolfpack,"$1,414,140","$1,301,696",8%,"$112,444"
333,Maggie,"$1,394,052","$187,112",86.6%,"$1,206,940"
334,Ma ma,"$1,375,709","$47,258",96.6%,"$1,328,451"
335,The Cokeville Miracle,"$1,348,456","$1,348,456",-,-
336,Barney Thomson,"$1,336,254",-,100%,"$1,336,254"
337,Ghost in the Shell: The New Movie,"$1,332,311","$101,203",92.4%,"$1,231,108"
338,Come What May,"$1,309,818","$37,766",97.1%,"$1,272,052"
339,Les Cowboys,"$1,302,493","$73,725",94.3%,"$1,228,768"
340,Sunset Song,"$1,302,482","$159,714",87.7%,"$1,142,768"
341,Slow West,"$1,295,574","$229,094",82.3%,"$1,066,480"
342,Valley of Love,"$1,264,277","$28,648",97.7%,"$1,235,629"
343,Beyond the Mask,"$1,236,094","$1,236,094",-,-
344,Life,"$1,231,606",-,100%,"$1,231,606"
345,That Sugar Film,"$1,226,399","$3,500",99.7%,"$1,222,899"
346,Any Body Can Dance 2,"$1,176,958","$892,133",24.2%,"$284,825"
347,Louder Than Bombs,"$1,160,724","$163,807",85.9%,"$996,917"
348,Where Hope Grows,"$1,159,072","$1,156,000",0.3%,"$3,072"
349,Cartel Land,"$1,145,923","$704,352",38.5%,"$441,571"
350,A War,"$1,114,663","$122,902",89%,"$991,761"
351,The Overnight,"$1,110,522","$1,110,522",-,-
352,Beyond the Reach,"$1,100,432","$45,895",95.8%,"$1,054,537"
353,A Brilliant Young Mind,"$1,043,620","$171,793",83.5%,"$871,827"
354,Knight of Cups,"$1,026,288","$566,006",44.8%,"$460,282"
355,Tangerines,"$1,024,132","$144,501",85.9%,"$879,631"
356,Big Stone Gap,"$1,012,804","$1,009,301",0.3%,"$3,503"
357,L'attesa,"$1,010,766","$55,804",94.5%,"$954,962"
358,Far from Men,"$1,010,485","$5,336",99.5%,"$1,005,149"
359,Francofonia,"$1,008,154","$307,040",69.5%,"$701,114"
360,Faith of Our Fathers,"$1,004,105","$1,004,105",-,-
361,Gabbar is Back,"$998,582","$534,601",46.5%,"$463,981"
362,The Farewell Party,"$951,531","$172,860",81.8%,"$778,671"
363,Barely Lethal,"$933,847","$6,075",99.3%,"$927,772"
364,A Borrowed Identity,"$930,958","$281,540",69.8%,"$649,418"
365,Patterns of Evidence: Exodus,"$925,576","$925,576",-,-
366,Seymour: An Introduction,"$907,742","$743,541",18.1%,"$164,201"
367,Best of Enemies: Buckley vs. Vidal,"$892,802","$892,802",-,-
368,Love,"$861,057","$249,083",71.1%,"$611,974"
369,The Polar Express 2015 IMAX Release,"$846,602","$846,602",-,-
370,Detective Byomkesh Bakshy!,"$827,437","$579,055",30%,"$248,382"
371,Tangerine,"$814,868","$702,354",13.8%,"$112,514"
372,Bangistan,"$810,419","$48,694",94%,"$761,725"
373,The Wrecking Crew!,"$801,606","$801,606",-,-
374,Red Army,"$798,680","$694,600",13%,"$104,080"
