Rank,Release Group,Worldwide,Domestic,%,Foreign
375,Momentum,"$789,406",-,100%,"$789,406"
376,The D Train,"$774,780","$673,151",13.1%,"$101,629"
377,Theeb,"$768,449","$283,024",63.2%,"$485,425"
378,Kahlil Gibran's The Prophet,"$764,498","$355,343",53.5%,"$409,155"
379,Bombay Velvet,"$758,478","$450,692",40.6%,"$307,786"
380,"Kumiko, The Treasure Hunter","$739,623","$623,383",15.7%,"$116,240"
381,Once I Was a Beehive,"$732,655","$732,655",-,-
382,Peggy Guggenheim: Art Addict,"$727,591","$498,428",31.5%,"$229,163"
383,A Tale of Love and Darkness,"$724,885","$572,212",21.1%,"$152,673"
384,Extraction,"$710,636","$16,775",97.6%,"$693,861"
385,Cobain: Montage of Heck,"$687,649",-,100%,"$687,649"
386,"Right Now, Wrong Then","$680,728","$24,470",96.4%,"$656,258"
387,5 to 7,"$674,579","$162,685",75.9%,"$511,894"
388,The Stanford Prison Experiment,"$663,114","$660,561",0.4%,"$2,553"
389,Madame Bovary,"$658,532","$44,235",93.3%,"$614,297"
390,Welcome to Me,"$636,819","$608,852",4.4%,"$27,967"
391,Lost River,"$615,500","$45,431",92.6%,"$570,069"
392,Skin Trade,"$595,268","$1,242",99.8%,"$594,026"
393,Ixcanul,"$594,836","$295,157",50.4%,"$299,679"
394,The Black Panthers: Vanguard of the Revolution,"$584,109","$516,893",11.5%,"$67,216"
395,The Falling,"$569,498",-,100%,"$569,498"
396,Every Thing Will Be Fine,"$554,953","$9,233",98.3%,"$545,720"
397,The Club,"$541,515","$52,761",90.3%,"$488,754"
398,On the Way to School 2015 Re-release,"$540,658","$7,424",98.6%,"$533,234"
399,Hungry Hearts,"$534,549","$6,921",98.7%,"$527,628"
400,Kill Your Friends,"$533,147",-,100%,"$533,147"
401,Listen to Me Marlon,"$516,337","$425,831",17.5%,"$90,506"
402,Our Last Tango,"$505,885","$100,086",80.2%,"$405,799"
403,Deli Man,"$502,294","$502,294",-,-
404,Hamari Adhuri Kahani,"$498,774","$235,361",52.8%,"$263,413"
405,Kahlil Gibran's The Prophet 2015 Re-release,"$496,914","$370,146",25.5%,"$126,768"
406,Felix and Meira,"$496,714","$447,353",9.9%,"$49,361"
407,April and the Extraordinary World,"$495,879","$295,488",40.4%,"$200,391"
408,Steve Jobs: The Man in the Machine,"$494,506","$494,506",-,-
409,Cooties,"$485,544","$60,058",87.6%,"$425,486"
410,The Third Man 2015 Re-release,"$478,945","$449,191",6.2%,"$29,754"
411,Brotherly Love,"$478,595","$478,595",-,-
412,Heart of a Dog,"$476,384","$420,813",11.7%,"$55,571"
413,About Elly 2015 Re-release,"$470,760","$470,760",-,-
414,Before We Go,"$462,875","$37,151",92%,"$425,724"
415,Disorder,"$460,997","$51,879",88.7%,"$409,118"
416,Manglehorn,"$459,636","$143,101",68.9%,"$316,535"
417,Rosenwald,"$433,924","$433,924",-,-
418,Harmony,"$430,568","$23,248",94.6%,"$407,320"
419,Mississippi Grind,"$422,746","$130,541",69.1%,"$292,205"
420,Tales of Halloween,"$416,792",-,100%,"$416,792"
421,The Mafia Kills Only in Summer 2015 Re-release,"$413,236","$37,134",91%,"$376,102"
422,Unbranded,"$412,792","$410,185",0.6%,"$2,607"
423,City of Revenge,"$409,166","$409,166",-,-
424,Song One,"$408,918","$32,251",92.1%,"$376,667"
425,The Hunting Ground,"$405,917","$405,917",-,-
426,The Apu Trilogy,"$402,723","$402,723",-,-
427,Freetown,"$401,328","$401,328",-,-
428,13 Minutes 2015 Re-release,"$395,557","$161,531",59.2%,"$234,026"
429,Hitchcock/Truffaut,"$386,471","$260,430",32.6%,"$126,041"
430,Z for Zachariah,"$381,839","$121,461",68.2%,"$260,378"
431,Miss Hokusai,"$377,702","$222,670",41%,"$155,032"
432,Le talent de mes amis,"$376,522",$889,99.8%,"$375,633"
433,Dark Awakening,"$367,925",-,100%,"$367,925"
434,Everly,"$358,156",-,100%,"$358,156"
435,Aferim!,"$350,110","$108,110",69.1%,"$242,000"
436,The Lady in the Car with Glasses and a Gun,"$339,461","$2,167",99.4%,"$337,294"
437,Ballet 422,"$333,554","$333,554",-,-
438,Shamitabh,"$331,821","$324,597",2.2%,"$7,224"
439,David and Goliath,"$316,100","$316,100",-,-
440,Time Out of Mind,"$314,082","$166,775",46.9%,"$147,307"
441,Merchants of Doubt,"$308,156","$308,156",-,-
442,Monsters: Dark Continent,"$306,004",-,100%,"$306,004"
443,Microbe & Gasoline,"$303,787","$63,802",79%,"$239,985"
444,N.H 10,"$303,587","$303,587",-,-
445,Chic!,"$295,295","$5,587",98.1%,"$289,708"
446,Stonewall,"$292,669","$187,674",35.9%,"$104,995"
447,The Last Five Years,"$292,092","$145,427",50.2%,"$146,665"
448,The Man in 3B,"$291,513","$291,513",-,-
449,Above and Beyond,"$288,751","$288,751",-,-
450,Aloft,"$270,971","$53,086",80.4%,"$217,885"
451,Fall in Love Like a Star 2015 Re-release,"$253,785","$212,508",16.3%,"$41,277"
452,Tevar,"$242,453","$236,002",2.7%,"$6,451"
453,Boulevard,"$240,450","$126,150",47.5%,"$114,300"
454,Carter High,"$240,214","$240,214",-,-
455,After the Ball,"$234,417","$161,820",31%,"$72,597"
456,Experimenter,"$224,145","$155,575",30.6%,"$68,570"
457,Phantom Boy,"$221,016","$34,362",84.5%,"$186,654"
458,Club Life,"$219,229","$4,444",98%,"$214,785"
459,The Tribe,"$215,034","$150,564",30%,"$64,470"
460,Ingrid Bergman: In Her Own Words,"$214,014","$138,148",35.4%,"$75,866"
461,Chocolate City,"$212,662","$212,662",-,-
462,The Duke of Burgundy,"$185,147","$64,521",65.2%,"$120,626"
463,Lambert & Stamp,"$183,320","$183,320",-,-
464,An Honest Liar,"$180,590","$180,590",-,-
465,Lila & Eve,"$179,807","$38,263",78.7%,"$141,544"
466,People Places Things,"$177,338","$67,046",62.2%,"$110,292"
467,All Things Must Pass,"$172,394","$172,394",-,-
468,Christmas Eve,"$164,839","$91,302",44.6%,"$73,537"
469,The Look of Silence,"$157,857","$109,089",30.9%,"$48,768"
470,Hell and Back,"$157,768","$157,768",-,-
471,Queen & Country,"$155,881","$41,297",73.5%,"$114,584"
472,The Boy and the World 2015 Re-release,"$155,215","$129,480",16.6%,"$25,735"
473,Backstreet Boys: Show 'Em What You're Made Of,"$153,068","$153,068",-,-
474,In the Shadow of Women,"$152,802","$50,291",67.1%,"$102,511"
475,Songs My Brothers Taught Me,"$146,937","$34,793",76.3%,"$112,144"
476,Yellow Day 2015 Re-release,"$144,163","$144,163",-,-
477,Cop Car,"$143,658","$134,552",6.3%,"$9,106"
478,La Sapienza,"$135,392","$135,392",-,-
479,My Neighbor Totoro 2015 Re-release,"$134,877",-,100%,"$134,877"
480,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,"$133,443","$133,443",-,-
481,A Ballerina's Tale,"$131,995","$131,995",-,-
482,Every Secret Thing,"$124,733","$103,536",17%,"$21,197"
483,Marguerite & Julien,"$123,918",-,100%,"$123,918"
484,Appropriate Behavior,"$123,699","$46,912",62.1%,"$76,787"
485,Ashby,"$122,919","$4,631",96.2%,"$118,288"
486,Do I Sound Gay?,"$122,595","$119,388",2.6%,"$3,207"
487,In Jackson Heights,"$121,094","$121,094",-,-
488,The Pearl Button,"$119,753","$42,166",64.8%,"$77,587"
489,Digging for Fire,"$119,364","$119,364",-,-
490,Neither Heaven Nor Earth,"$118,663","$12,810",89.2%,"$105,853"
491,Road Hard,"$113,169","$113,169",-,-
492,1915,"$111,682","$111,682",-,-
493,Strangerland,"$111,107","$17,472",84.3%,"$93,635"
494,Roar,"$110,048","$110,048",-,-
495,Adult Beginners,"$108,808","$108,808",-,-
496,Sworn Virgin,"$108,681","$4,636",95.7%,"$104,045"
497,The Tales of Hoffmann,"$106,860","$91,930",14%,"$14,930"
498,Results,"$104,507","$104,507",-,-
499,Kill Me Three Times,"$101,807","$24,296",76.1%,"$77,511"
500,A Lego Brickumentary,"$101,531","$101,531",-,-
501,Man from Reno,"$101,438","$101,438",-,-
502,James White,"$101,368","$101,368",-,-
503,Cemetery of Splendor,"$98,932","$51,950",47.5%,"$46,982"
504,The Here After,"$97,699",-,100%,"$97,699"
505,Difret,"$97,205","$49,667",48.9%,"$47,538"
506,Sunshine Superman,"$96,715","$88,097",8.9%,"$8,618"
507,A Poem Is a Naked Person,"$96,592","$96,592",-,-
508,Queen of Earth,"$95,183","$91,218",4.2%,"$3,965"
509,Legends from the Sky,"$91,462","$91,462",-,-
510,Beasts of No Nation,"$90,777","$90,777",-,-
511,Dark Horse,"$90,136","$90,136",-,-
512,Hyena Road,"$87,768","$1,430",98.4%,"$86,338"
513,Gueros,"$86,736","$60,114",30.7%,"$26,622"
514,Tab Hunter Confidential,"$85,812","$85,812",-,-
515,Heaven Knows What,"$84,417","$80,734",4.4%,"$3,683"
516,The Diabolical,"$84,259",-,100%,"$84,259"
517,Careful What You Wish For,"$82,230",-,100%,"$82,230"
518,The Girl in the Book,"$81,379","$8,245",89.9%,"$73,134"
519,Nasty Baby,"$80,772","$79,800",1.2%,$972
520,Trace Amounts,"$80,735","$80,735",-,-
521,Blackbird,"$78,400","$78,400",-,-
522,Chevalier,"$77,590","$25,696",66.9%,"$51,894"
523,Eisenstein in Guanajuato 2015 Re-release,"$76,713","$34,282",55.3%,"$42,431"
524,The New Rijksmuseum - The Film,"$76,460","$40,578",46.9%,"$35,882"
525,Batkid Begins: The Wish Heard Around the World,"$74,709","$74,709",-,-
526,The Keeping Room,"$73,922","$27,166",63.3%,"$46,756"
527,War Pigs,"$73,701",-,100%,"$73,701"
528,Partisan,"$72,151",-,100%,"$72,151"
529,The Chambermaid Lynn,"$71,918",$315,99.6%,"$71,603"
530,Freaks of Nature,"$70,958","$70,958",-,-
531,Back to the Jurassic,"$69,423","$4,351",93.7%,"$65,072"
532,Noma: My Perfect Storm,"$68,622","$21,130",69.2%,"$47,492"
533,I Am Big Bird: The Caroll Spinney Story,"$67,845","$67,845",-,-
534,The Messenger,"$67,816","$67,816",-,-
535,Turbo Kid,"$67,069","$67,069",-,-
536,The Lesson,"$65,142","$9,045",86.1%,"$56,097"
537,Paulette 2015 Re-release,"$64,125","$29,494",54%,"$34,631"
538,I Smile Back,"$63,373","$58,738",7.3%,"$4,635"
539,Drunk Stoned Brilliant Dead,"$62,660","$62,660",-,-
540,Dark Star: HR Gigers Welt,"$61,845","$61,845",-,-
541,Rififi 2015 Re-release,"$57,749","$57,749",-,-
542,Court,"$57,416","$22,898",60.1%,"$34,518"
543,Entertainment,"$55,506","$55,506",-,-
544,What Our Fathers Did: A Nazi Legacy,"$54,603","$40,119",26.5%,"$14,484"
545,The Search for General Tso,"$54,275","$54,275",-,-
546,The Summer of Sangaile,"$53,843","$4,480",91.7%,"$49,363"
547,Love Thy Nature,"$52,947","$41,149",22.3%,"$11,798"
548,Quay,"$51,858","$51,858",-,-
549,The Yes Men Are Revolting,"$51,331","$50,190",2.2%,"$1,141"
550,Spring,"$49,970","$49,970",-,-
551,Red Herring,"$49,480","$49,480",-,-
552,The Seven Five,"$48,869","$48,869",-,-
553,The Forbidden Room,"$48,082","$34,404",28.4%,"$13,678"
554,Shanghai 2015 Re-release,"$46,425","$46,425",-,-
555,Mediterranea,"$46,392","$22,076",52.4%,"$24,316"
556,An Eye for Beauty,"$45,513","$9,395",79.4%,"$36,118"
557,River of Fundament,"$44,840","$44,840",-,-
558,Jenny's Wedding,"$42,927","$4,704",89%,"$38,223"
559,The Nightmare,"$41,853","$28,281",32.4%,"$13,572"
560,The Road Within,"$41,760",-,100%,"$41,760"
561,Censored Voices,"$41,260","$41,260",-,-
562,Steve McQueen: The Man & Le Mans,"$41,203","$6,843",83.4%,"$34,360"
563,Prophet's Prey,"$39,347","$39,347",-,-
564,"3 1/2 Minutes, 10 Bullets","$39,263","$30,407",22.6%,"$8,856"
565,Out 1,"$37,743","$31,539",16.4%,"$6,204"
566,Match 2015 Re-release,"$37,285","$37,285",-,-
567,Grey Gardens,"$36,923","$36,923",-,-
568,Sister Code,"$36,676","$36,676",-,-
569,Unexpected,"$36,402","$23,986",34.1%,"$12,416"
570,Welcome to Leith,"$36,380","$36,010",1%,$370
571,Finders Keepers,"$35,555","$35,555",-,-
572,Cosmos,"$34,393","$25,856",24.8%,"$8,537"
573,Pierrot le Fou 2015 Re-release,"$34,371","$34,371",-,-
574,Kilo Two Bravo,"$34,017","$7,891",76.8%,"$26,126"
575,The Winding Stream,"$33,420","$33,420",-,-
576,Final Girl,"$33,411",-,100%,"$33,411"
577,Amira & Sam,"$31,849","$31,849",-,-
578,Don Verdean,"$31,309","$31,309",-,-
579,Army of Shadows 2015 Re-release,"$30,190","$30,190",-,-
580,Runoff,"$30,186","$30,186",-,-
581,Paul Taylor: Creative Domain,"$30,168","$30,168",-,-
582,Xenia 2015 Re-release,"$29,274","$3,181",89.1%,"$26,093"
583,Rebels of the Neon God,"$28,791","$28,791",-,-
584,Americons,"$28,782","$28,782",-,-
585,"Arabian Nights - Volume 1, The Restless One","$28,245","$12,260",56.6%,"$15,985"
586,"Like Sunday, Like Rain","$28,208","$28,208",-,-
587,7 Chinese Brothers,"$28,180","$28,180",-,-
588,Bikes vs Cars,"$28,072","$28,072",-,-
589,Sembene!,"$28,059","$28,059",-,-
590,Tap World,"$26,747","$26,747",-,-
591,Peace Officer,"$26,632","$26,632",-,-
592,Rediscover Sautet,"$25,314","$25,314",-,-
593,R100,"$24,956","$24,956",-,-
594,Olvidados 2015 Re-release,"$24,638","$24,638",-,-
595,Argentina,"$23,864","$14,869",37.7%,"$8,995"
596,Can't Stand Losing You: Surviving the Police,"$23,262","$23,262",-,-
597,Metropolitan 2015 Re-release,"$22,284","$22,284",-,-
598,Slow Learners,"$22,272","$22,272",-,-
599,Princess Cut,"$22,167","$22,167",-,-
600,Animals 2015 Re-release,"$21,821","$21,821",-,-
601,Fidelio: Alice's Odyssey,"$20,571","$3,580",82.6%,"$16,991"
602,Consumed,"$20,476","$20,476",-,-
603,Boy Meets Girl,"$20,441","$20,441",-,-
604,Friends and Romans,"$20,136","$20,136",-,-
605,Forbidden Games,"$19,889","$19,889",-,-
606,Wild Canaries,"$19,777","$19,777",-,-
607,Misery Loves Comedy,"$19,634","$19,634",-,-
608,Gabo: The Creation of Gabriel Garcia Marquez,"$19,337","$19,337",-,-
609,Jackie & Ryan,"$19,305",-,100%,"$19,305"
610,The Challenger,"$19,003","$19,003",-,-
611,Li'l Quinquin,"$17,868","$7,192",59.7%,"$10,676"
612,The Other One,"$17,727","$17,727",-,-
613,Butterfly Girl,"$17,503","$17,503",-,-
614,Eva 2015 Re-release,"$16,738","$16,738",-,-
615,This Changes Everything,"$16,692","$16,692",-,-
616,The World of Kanako 2015 Re-release,"$16,627","$16,627",-,-
617,Who Took Johnny,"$16,595","$16,595",-,-
618,Life in a Walk,"$16,557","$16,557",-,-
619,The Human Centipede III (Final Sequence),"$16,184","$16,184",-,-
620,Can You Dig This,"$15,909","$15,909",-,-
621,A Reason,"$15,792","$15,792",-,-
622,Full Moon in Paris,"$15,726","$15,726",-,-
623,Dreams Rewired,"$15,626","$11,843",24.2%,"$3,783"
624,They Will Have to Kill Us First: Malian Music In Exile,"$15,453","$7,516",51.4%,"$7,937"
625,"Arabian Nights - Volume 2, The Desolate One","$15,245","$6,398",58%,"$8,847"
626,Cheatin',"$15,077","$15,077",-,-
627,Gloria,"$14,701","$14,701",-,-
628,10 Days in a Madhouse,"$14,616","$14,616",-,-
629,Buzzard,"$14,591","$14,591",-,-
630,Gone Doggy Gone,"$14,354","$14,354",-,-
631,Blackfoot Trail,"$13,848","$13,848",-,-
632,Eli,"$13,547","$13,547",-,-
633,Yakuza Apocalypse,"$12,756","$12,756",-,-
634,The Armor of Light,"$12,267","$12,267",-,-
635,Wa-shoku Dream: Beyond Sushi,"$12,240","$12,240",-,-
636,A Murder in the Park,"$12,088","$12,088",-,-
637,Little England 2015 Re-release,"$12,077","$12,077",-,-
638,Emptying the Skies,"$11,811","$11,811",-,-
639,Just Before I Go,"$10,970","$10,970",-,-
640,Digging Up the Marrow,"$10,969","$10,969",-,-
641,The Forecaster,"$10,824","$10,172",6%,$652
642,Bleeding Heart,"$10,815",-,100%,"$10,815"
643,Mala Mala,"$10,761","$10,761",-,-
644,Little Accidents,"$10,071","$10,071",-,-
645,The Life and Mind of Mark DeFriest,"$10,021","$10,021",-,-
646,52 Tuesdays,"$9,844",-,100%,"$9,844"
647,"One Cut, One Life","$9,406","$9,406",-,-
648,Cupcakes,"$9,129","$9,129",-,-
649,Gerontophilia 2015 Re-release,"$9,074","$4,916",45.8%,"$4,158"
650,Station to Station,"$9,000","$9,000",-,-
651,B-Side,"$8,870","$8,870",-,-
652,The Pardon,"$8,845","$8,845",-,-
653,Dawn of the Crescent Moon,"$8,799","$8,799",-,-
654,Meet Me in Montenegro,"$8,612","$8,612",-,-
655,Farewell to Hollywood,"$8,601","$8,601",-,-
656,Counting,"$8,374","$8,374",-,-
657,Jellyfish Eyes,"$8,176","$8,176",-,-
658,Steak (R)evolution,"$8,038","$8,025",0.2%,$13
659,Straight Outta Tompkins,"$8,022","$8,022",-,-
660,One Small Hitch 2015 Re-release,"$7,965","$7,965",-,-
661,Bleak Street,"$7,888",-,100%,"$7,888"
662,The Great Man,"$7,814","$7,814",-,-
663,Area 51,"$7,556","$7,556",-,-
664,Rubble Kings,"$7,416","$7,416",-,-
665,Antarctic Edge: 70° South,"$7,193","$7,193",-,-
666,Gabriel,"$6,959","$6,959",-,-
667,The Sisterhood of Night,"$6,870","$6,870",-,-
668,"Arabian Nights - Volume 3, The Enchanted One","$6,681","$4,502",32.6%,"$2,179"
669,Horse Money,"$6,508","$6,508",-,-
670,Ride,"$6,489",-,100%,"$6,489"
671,Tu Dors Nicole,"$6,445","$5,662",12.1%,$783
672,The Suicide Theory,"$6,434","$6,434",-,-
673,The Night of the Shooting Stars 2015 Re-release,"$6,186","$6,186",-,-
674,The Marquise of O,"$6,048","$6,048",-,-
675,"Sex, Death and Bowling","$5,972","$5,972",-,-
676,Medeas,"$5,895","$5,895",-,-
677,Top Spin,"$5,858","$5,858",-,-
678,Shout Gladi Gladi,"$5,839","$5,839",-,-
679,Black November,"$5,782","$5,782",-,-
680,The Wanted 18,"$5,680","$5,680",-,-
681,This Isn't Funny,"$5,654","$5,654",-,-
682,Our Man in Tehran,"$5,573","$5,573",-,-
683,The Living,"$5,514","$5,514",-,-
684,She's Lost Control,"$5,319","$5,319",-,-
685,Sarajevo,"$5,247","$5,247",-,-
686,The Princess of France,"$5,212","$5,212",-,-
687,Death Valley,"$5,211","$5,211",-,-
688,On War 2015 Re-release,"$5,086","$5,086",-,-
689,SBK: The Movie,"$4,950","$4,950",-,-
690,Guidance,"$4,900","$4,900",-,-
691,Miss Hill: Making Dance Matter,"$4,706","$4,706",-,-
692,Against the Sun,"$4,646","$4,646",-,-
693,Seeds of Time,"$4,630","$4,630",-,-
694,"Farewell, Herr Schwarz","$4,445","$4,445",-,-
695,Days of Grace 2015 Re-release,"$4,308","$4,308",-,-
696,Set Fire to the Stars,"$4,280","$4,280",-,-
697,The Knife of Don Juan,"$4,254","$4,254",-,-
698,Three Night Stand,"$4,076","$4,076",-,-
699,The Iron Ministry,"$3,885","$3,340",14%,$545
700,Unfreedom,"$3,778","$3,778",-,-
701,The Free Speech Apocalypse,"$3,726","$3,726",-,-
702,Hyena,"$3,586","$3,401",5.2%,$185
703,Mi America,"$3,330","$3,330",-,-
704,Know How,"$3,323","$3,323",-,-
705,Drunk Wedding,"$3,301","$3,301",-,-
706,Windsor Drive,"$3,256","$3,256",-,-
707,Blackhats,"$3,216","$3,216",-,-
708,Moana,"$2,993","$2,993",-,-
709,Julia,"$2,710","$2,710",-,-
710,Chocolat 2015 Re-release,"$2,710","$2,710",-,-
711,Body,"$2,634","$2,634",-,-
712,Hayride 2,"$2,571","$2,571",-,-
713,The Reflektor Tapes,"$2,424",-,100%,"$2,424"
714,L.A. Slasher,"$2,421","$2,421",-,-
715,Anita Ho,"$2,250","$2,250",-,-
716,Me You and Five Bucks,"$2,105","$2,105",-,-
717,Sneakerheadz,"$1,903","$1,903",-,-
718,The Other Man: F.W. de Klerk and the End of Apartheid,"$1,747","$1,747",-,-
719,Dark Forest,"$1,739","$1,739",-,-
720,The Looking Glass,"$1,711","$1,711",-,-
721,Drown,"$1,631","$1,631",-,-
722,Cut Snake,"$1,625","$1,625",-,-
723,Forever,"$1,598","$1,598",-,-
724,Making Rounds,"$1,484","$1,484",-,-
725,Along the Roadside 2015 Re-release,"$1,352","$1,352",-,-
726,3 Nights in the Desert,"$1,297","$1,297",-,-
727,Childless,"$1,036","$1,036",-,-
728,They Are We,$900,$900,-,-
729,Big Muddy,$881,$881,-,-
730,It's All So Quiet 2015 Re-release,$724,$724,-,-
731,It's Hard Being Loved by Jerks 2015 Re-release,$697,$697,-,-
732,The 11th Hour,$510,-,100%,$510
733,Paranoid Girls,$78,$78,-,-
734,Confession of a Child of the Century 2015 Re-release,$74,$74,-,-
