Rank,Release Group,Worldwide,Domestic,%,Foreign
363,Ghost House,"$1,004,155",-,100%,"$1,004,155"
364,The Workshop,"$1,000,056","$22,061",97.8%,"$977,995"
365,Beyond Skyline,"$992,181",-,100%,"$992,181"
366,Under the Tree,"$944,991","$67,596",92.8%,"$877,395"
367,Rebel in the Rye,"$944,370","$378,294",59.9%,"$566,076"
368,Afterimage,"$943,029","$33,443",96.5%,"$909,586"
369,Landline,"$940,854","$940,854",-,-
370,Paradise,"$921,242","$14,873",98.4%,"$906,369"
371,Bitter Harvest,"$904,399","$557,241",38.4%,"$347,158"
372,The Polar Express 2017 IMAX Release,"$875,150","$875,150",-,-
373,Wilson,"$848,646","$653,951",22.9%,"$194,695"
374,The Exception,"$834,572","$708,973",15%,"$125,599"
375,Inside,"$824,414",-,100%,"$824,414"
376,Wakefield,"$798,214","$262,599",67.1%,"$535,615"
377,George Takei's Allegiance,"$784,850","$784,850",-,-
378,The Paris Opera,"$781,039","$55,482",92.9%,"$725,557"
379,The Shining 2017 Re-release,"$760,309","$421,572",44.6%,"$338,737"
380,Tommy's Honour,"$751,345","$569,306",24.2%,"$182,039"
381,May It Last,"$725,286","$725,286",-,-
382,12 Days,"$722,049","$5,204",99.3%,"$716,845"
383,Revive Us 2,"$718,607","$718,607",-,-
384,Countdown to Canelo vs. Golovkin,"$703,396","$703,396",-,-
385,Buena Vista Social Club: Adios,"$701,575","$123,445",82.4%,"$578,130"
386,The Secret Scripture,"$694,981",-,100%,"$694,981"
387,Chris Brown: Welcome To My Life,"$693,984","$693,984",-,-
388,Titanic 2017 Re-release,"$691,642","$691,642",-,-
389,Stefan Zweig: Farewell to Europe 2017 Re-release,"$683,063","$78,372",88.5%,"$604,691"
390,Brigsby Bear,"$681,632","$532,669",21.9%,"$148,963"
391,All I See Is You,"$678,150","$217,644",67.9%,"$460,506"
392,Whisky Galore,"$653,866","$20,991",96.8%,"$632,875"
393,The Black Prince,"$632,823",-,100%,"$632,823"
394,Grace Jones: Bloodlight and Bami,"$632,394","$375,208",40.7%,"$257,186"
395,Jonah: The Musical,"$631,154","$631,154",-,-
396,The Last Suit,"$608,209","$73,548",87.9%,"$534,661"
397,Neither Wolf Nor Dog,"$589,289","$589,289",-,-
398,Novitiate,"$580,346","$580,346",-,-
399,Bedeviled,"$579,942",-,100%,"$579,942"
400,The Room 2017 Re-release,"$572,340","$549,602",4%,"$22,738"
401,Samaritan's Purse presents Facing Darkness,"$555,533","$555,533",-,-
402,Dolores,"$555,309","$555,309",-,-
403,Trespass Against Us,"$517,197","$5,711",98.9%,"$511,486"
404,Black Butler: Book of the Atlantic,"$511,132","$248,286",51.4%,"$262,846"
405,Una,"$508,169","$22,815",95.5%,"$485,354"
406,Gabriel and the Mountain,"$505,769","$18,415",96.4%,"$487,354"
407,Letters From Baghdad,"$502,941","$359,735",28.5%,"$143,206"
408,Chuck,"$502,518","$320,725",36.2%,"$181,793"
409,Soul on a String,"$491,294","$3,669",99.3%,"$487,625"
410,Zama,"$489,692","$200,600",59%,"$289,092"
411,Beach Rats,"$486,623","$473,771",2.6%,"$12,852"
412,The Journey,"$482,209","$155,475",67.8%,"$326,734"
413,DCI 2017 Tour Premeire,"$467,817","$467,817",-,-
414,Eric Clapton: A Life in 12 Bars,"$459,088",-,100%,"$459,088"
415,Sailor Moon R: The Movie: The Promise of the Rose,"$452,053","$452,053",-,-
416,Perfect Blue 2017 Re-release,"$450,594","$446,062",1%,"$4,532"
417,Pearl Jam: Let's Play Two,"$450,273","$348,833",22.5%,"$101,440"
418,Before We Vanish,"$448,829","$52,087",88.4%,"$396,742"
419,On the Beach at Night Alone,"$429,159","$37,489",91.3%,"$391,670"
420,Manifesto,"$416,389","$161,101",61.3%,"$255,288"
421,The Ottoman Lieutenant,"$413,844","$240,978",41.8%,"$172,866"
422,"Love, Kennedy","$407,871","$407,871",-,-
423,Chasing Trane: The John Coltrane Documentary,"$406,284","$406,284",-,-
424,Racer and the Jailbird,"$400,026","$46,337",88.4%,"$353,689"
425,Berlin Syndrome,"$397,783","$28,660",92.8%,"$369,123"
426,Samurai Cop,"$384,756","$384,756",-,-
427,Digimon Adventure tri. Part 5: Coexistence,"$382,119","$52,339",86.3%,"$329,780"
428,I'll Push You: A Real-Life Inspiration,"$378,899","$378,899",-,-
429,Eloise,"$372,137",-,100%,"$372,137"
430,The Void,"$368,372","$151,042",59%,"$217,330"
431,BOSTON: An American Running Story,"$364,369","$364,369",-,-
432,The Breadwinner,"$363,307","$312,381",14%,"$50,926"
433,Disney Junior HalloVeen Party!,"$359,745","$359,745",-,-
434,Government 3,"$358,928","$249,588",30.5%,"$109,340"
435,Long Strange Trip - The Untold Story of The Grateful Dead,"$351,957","$351,957",-,-
436,Tehran Taboo,"$349,886","$74,758",78.6%,"$275,128"
437,The Vault,"$346,729","$5,728",98.3%,"$341,001"
438,Countdown to Canelo vs. Chavez Jr.,"$343,387","$343,387",-,-
439,Don't Hang Up,"$332,571",-,100%,"$332,571"
440,Citizen Jane: Battle for the City,"$323,124","$313,411",3%,"$9,713"
441,6 Days,"$316,946",-,100%,"$316,946"
442,Obit.,"$315,049","$315,049",-,-
443,David Lynch: The Art Life,"$311,470","$171,419",45%,"$140,051"
444,I Do... Until I Don't,"$280,668","$280,668",-,-
445,"Lou Andreas-Salomé, The Audacity to be Free","$278,982","$12,875",95.4%,"$266,107"
446,Chavela,"$272,842","$148,666",45.5%,"$124,176"
447,Stalker,"$269,881","$269,881",-,-
448,Meri Pyaari Bindu,"$268,067",-,100%,"$268,067"
449,Félicité,"$265,495","$12,433",95.3%,"$253,062"
450,Half Girlfriend,"$261,597",-,100%,"$261,597"
451,Dean,"$254,536","$254,536",-,-
452,Gook,"$251,541","$250,130",0.6%,"$1,411"
453,Band Aid,"$248,370","$248,370",-,-
454,Crown Heights,"$238,558","$238,558",-,-
455,American Satan,"$237,708","$237,708",-,-
456,Little Shop of Horrors 2017 Re-release,"$233,865","$233,865",-,-
457,City of Ghosts,"$228,225","$128,015",43.9%,"$100,210"
458,Jeremiah Tower: The Last Magnificent,"$228,153","$228,153",-,-
459,Rumble: The Indians Who Rocked The World,"$226,006","$226,006",-,-
460,Take Every Wave: The Life of Laird Hamilton,"$223,301","$176,076",21.1%,"$47,225"
461,California Typewriter,"$218,563","$218,563",-,-
462,Risk,"$214,669","$200,219",6.7%,"$14,450"
463,Marjorie Prime,"$213,858","$180,608",15.5%,"$33,250"
464,The Wound,"$213,043","$30,678",85.6%,"$182,365"
465,Big Sonia,"$212,471","$212,471",-,-
466,The Desert Bride,"$205,350","$30,110",85.3%,"$175,240"
467,Sicilian Ghost Story,"$204,892","$15,285",92.5%,"$189,607"
468,Pop Aye,"$204,464","$77,976",61.9%,"$126,488"
469,The Bad Batch,"$201,890","$180,851",10.4%,"$21,039"
470,9/11,"$200,229","$170,000",15.1%,"$30,229"
471,Ex Libris: New York Public Library,"$198,239","$158,192",20.2%,"$40,047"
472,Mom,"$195,701",-,100%,"$195,701"
473,The Divine Order,"$195,081","$76,277",60.9%,"$118,804"
474,Past Life,"$191,678","$180,099",6%,"$11,579"
475,Munna Michael,"$189,105","$99,629",47.3%,"$89,476"
476,Score,"$184,025","$101,382",44.9%,"$82,643"
477,Whose Streets?,"$182,799","$182,799",-,-
478,I Am Not A Witch,"$182,462","$50,868",72.1%,"$131,594"
479,Bye Bye Germany,"$176,933","$73,730",58.3%,"$103,203"
480,Better Watch Out,"$176,288","$20,369",88.4%,"$155,919"
481,Champion,"$175,232","$175,232",-,-
482,Rodin 2017 Re-release,"$172,619","$44,261",74.4%,"$128,358"
483,Valley of Bones,"$168,738","$168,738",-,-
484,Beauty and the Dogs,"$167,723","$8,915",94.7%,"$158,808"
485,The Day After,"$166,022","$24,746",85.1%,"$141,276"
486,Walking Out,"$162,445","$101,947",37.2%,"$60,498"
487,Harmonium,"$153,283","$17,191",88.8%,"$136,092"
488,Lupin the 3rd: Castle of Cagliostro 2017 Re-release,"$151,802","$142,425",6.2%,"$9,377"
489,Restless Creature: Wendy Whelan,"$147,780","$147,780",-,-
490,The Last Dalai Lama?,"$145,524","$145,524",-,-
491,Irving Berlin's Holiday Inn The Broadway Musical,"$144,550","$144,550",-,-
492,The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,"$135,168","$104,837",22.4%,"$30,331"
493,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It","$133,006","$133,006",-,-
494,I Called Him Morgan,"$128,986","$128,986",-,-
495,The B-Side: Elsa Dorfman's Portrait Photography,"$125,227","$125,227",-,-
496,Tragedy Girls,"$122,211","$61,899",49.4%,"$60,312"
497,The Levelling,"$118,451","$3,040",97.4%,"$115,411"
498,"We Love You, Sally Carmichael!","$113,435","$113,435",-,-
499,Abacus: Small Enough to Jail,"$113,278","$113,278",-,-
500,The Recall,"$112,357","$22,943",79.6%,"$89,414"
501,How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,"$112,071","$12,954",88.4%,"$99,117"
502,The Trouble with Terkel,"$110,289","$110,289",-,-
503,The Fifth Element 2017 Re-release,"$109,786",-,100%,"$109,786"
504,Wedding Party 2,"$109,459","$11,140",89.8%,"$98,319"
505,The Lure,"$108,846","$101,657",6.6%,"$7,189"
506,"Love, Cecil","$107,940","$106,057",1.7%,"$1,883"
507,The Bachelors,"$106,212",-,100%,"$106,212"
508,A Ciambra,"$104,808","$41,934",60%,"$62,874"
509,The Gracefield Incident,"$102,256",-,100%,"$102,256"
510,Aida's Secrets,"$98,468","$98,468",-,-
511,Blind,"$98,280","$12,522",87.3%,"$85,758"
512,"Tim Timmerman, Hope of America","$97,727","$97,727",-,-
513,Dina,"$96,524","$90,503",6.2%,"$6,021"
514,Keep Watching,"$94,178","$94,178",-,-
515,Because of Grácia,"$90,878","$90,878",-,-
516,Porto,"$90,849","$15,126",83.4%,"$75,723"
517,Night of the Living Dead,"$89,029","$89,029",-,-
518,Glory,"$87,728","$18,415",79%,"$69,313"
519,Singularity,"$86,822","$4,176",95.2%,"$82,646"
520,School Life,"$86,616","$37,381",56.8%,"$49,235"
521,Jackals,"$85,410",-,100%,"$85,410"
522,Chapter & Verse,"$84,147","$84,147",-,-
523,Harold and Lillian: A Hollywood Love Story,"$78,301","$78,301",-,-
524,Bill Nye: Science Guy,"$74,909","$74,909",-,-
525,Wait for Your Laugh,"$73,585","$73,585",-,-
526,Vengeance: A Love Story,"$73,270","$4,526",93.8%,"$68,744"
527,Te Ata,"$73,236","$73,236",-,-
528,Buster's Mal Heart,"$73,121","$73,121",-,-
529,Headshot,"$73,010",-,100%,"$73,010"
530,Turn It Around: The Story of East Bay Punk,"$69,787","$69,787",-,-
531,My Entire High School Sinking Into the Sea,"$68,883","$68,883",-,-
532,Alive and Kicking,"$68,485","$68,485",-,-
533,Summer in the Forest,"$67,743","$45,542",32.8%,"$22,201"
534,Architects of Denial,"$65,424","$65,424",-,-
535,Manolo: the Boy Who Made Shoes for Lizards,"$64,889","$60,056",7.4%,"$4,833"
536,The Tiger Hunter,"$62,398","$62,398",-,-
537,Donald Cried,"$61,406","$61,406",-,-
538,The Outcasts,"$61,250","$1,455",97.6%,"$59,795"
539,The Untamed,"$61,249","$27,593",54.9%,"$33,656"
540,The Sacrifice 2017 Re-release,"$61,018","$61,018",-,-
541,Just One Drop,"$60,078","$60,078",-,-
542,The Force,"$59,912","$59,912",-,-
543,Bang! The Bert Berns Story,"$59,299","$59,299",-,-
544,The Boom,"$57,962","$57,962",-,-
545,Saving Brinton,"$56,218","$56,218",-,-
546,False Confessions,"$56,165","$29,245",47.9%,"$26,920"
547,XX,"$55,668","$30,911",44.5%,"$24,757"
548,Naam Shabana,"$55,429",-,100%,"$55,429"
549,Twenty Two 2017 Re-release,"$55,001","$46,796",14.9%,"$8,205"
550,Birdboy: The Forgotten Children,"$52,366","$38,786",25.9%,"$13,580"
551,Tickling Giants,"$51,499","$51,499",-,-
552,Keep Quiet,"$50,451","$50,451",-,-
553,Quest,"$50,022","$47,807",4.4%,"$2,215"
554,Person to Person,"$48,499","$48,499",-,-
555,Saving Banksy,"$47,965","$47,965",-,-
556,So B. It,"$47,627","$47,627",-,-
557,78/52: Hitchcock's Shower Scene,"$46,838","$37,664",19.6%,"$9,174"
558,Panique,"$46,041","$46,041",-,-
559,Maurice 2017 Re-release,"$45,926","$45,926",-,-
560,The Farthest,"$44,921","$14,773",67.1%,"$30,148"
561,"Léon Morin, Priest 2017 Re-release","$44,511","$44,511",-,-
562,Hermia & Helena,"$44,156","$43,152",2.3%,"$1,004"
563,Woodshock,"$43,682","$42,603",2.5%,"$1,079"
564,The Settlers,"$41,562","$41,562",-,-
565,Karl Marx City,"$41,072","$41,072",-,-
566,Life and Nothing More,"$40,581","$24,358",40%,"$16,223"
567,Unrest,"$40,081","$40,081",-,-
568,Belle de Jour 2017 Re-release,"$38,624","$26,331",31.8%,"$12,293"
569,The Blackcoat's Daughter,"$38,348","$20,435",46.7%,"$17,913"
570,The Crime of Monsieur Lange,"$38,002","$36,438",4.1%,"$1,564"
571,I Am the Blues,"$37,849","$37,849",-,-
572,Bending the Arc,"$36,586","$21,907",40.1%,"$14,679"
573,Brimstone & Glory,"$36,036","$32,059",11%,"$3,977"
574,Almost Friends,"$35,842","$1,481",95.9%,"$34,361"
575,Growing Up Smith,"$35,312","$35,312",-,-
576,Rat Film,"$35,195","$35,195",-,-
577,The Old Dark House,"$34,649","$25,678",25.9%,"$8,971"
578,Sophie and the Rising Sun,"$34,630","$34,630",-,-
579,Le Trou,"$34,588","$34,588",-,-
580,Dave Made a Maze,"$34,117","$34,117",-,-
581,Below Her Mouth,"$33,673",-,100%,"$33,673"
582,Wasted! The Story of Food Waste,"$33,211","$33,211",-,-
583,Love & Taxes,"$33,150","$33,150",-,-
584,Super Dark Times,"$33,109","$33,109",-,-
585,Spettacolo,"$32,494","$32,494",-,-
586,Signature Move,"$31,551","$31,551",-,-
587,Sidemen: Long Road to Glory,"$31,399","$31,399",-,-
588,Mudbound,"$31,389",-,100%,"$31,389"
589,7 Witches,"$31,100","$31,100",-,-
590,Dealt,"$30,414","$30,414",-,-
591,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It 2017 Re-release","$30,380","$19,278",36.5%,"$11,102"
592,No Greater Love,"$30,247","$30,247",-,-
593,Uncertain,"$29,736","$29,736",-,-
594,Lemon,"$29,258","$29,258",-,-
595,The Transfiguration,"$28,631","$22,091",22.8%,"$6,540"
596,Carrie Pilby,"$28,430","$18,957",33.3%,"$9,473"
597,The Strange Ones,"$28,374",-,100%,"$28,374"
598,Ribbons,"$27,959","$27,959",-,-
599,Radio Dreams,"$27,836","$27,836",-,-
600,30 Years of Garbage: The Garbage Pail Kids Story,"$27,739","$27,739",-,-
601,Bronx Gothic,"$27,151","$27,151",-,-
602,Mali Blues,"$26,950","$26,950",-,-
603,They Call us Monsters,"$26,080","$26,080",-,-
604,Women Like Us,"$25,859","$25,859",-,-
605,In Search of Fellini,"$25,269","$12,772",49.5%,"$12,497"
606,The Lucky Man,"$25,015","$25,015",-,-
607,Ugetsu,"$24,959","$11,197",55.1%,"$13,762"
608,Naples '44,"$24,863","$24,620",1%,$243
609,Marius/Fanny/César,"$24,787","$24,787",-,-
610,Paradise 2017 Re-release,"$24,749","$24,749",-,-
611,The Departure,"$24,662","$24,662",-,-
612,Jasmine,"$24,248","$24,248",-,-
613,Simple Creature,"$23,918","$23,918",-,-
614,Vincent N Roxxy,"$23,896",-,100%,"$23,896"
615,"A Woman, a Part","$23,562","$23,562",-,-
616,For Ahkeem,"$23,136","$23,136",-,-
617,Finding Oscar,"$23,116","$23,116",-,-
618,The Grace of Jake,"$23,078","$23,078",-,-
619,Trophy,"$22,553","$21,439",4.9%,"$1,114"
620,Middleground,"$22,490",-,100%,"$22,490"
621,Realms,"$22,443",$147,99.3%,"$22,296"
622,Paradise Club,"$22,381","$22,381",-,-
623,The Passion of Joan of Arc,"$21,877","$21,877",-,-
624,Dead Awake,"$21,675","$11,528",46.8%,"$10,147"
625,Song Of Granite,"$21,349","$16,182",24.2%,"$5,167"
626,God Knows Where I Am,"$21,135","$21,135",-,-
627,Massacre on Aisle 12,"$21,106","$21,106",-,-
628,A Beginner's Guide to Snuff,"$21,031","$21,031",-,-
629,Man Underground,"$20,907","$20,907",-,-
630,All These Sleepless Nights,"$20,762","$20,762",-,-
631,The Work,"$20,554","$5,853",71.5%,"$14,701"
632,Burden,"$20,437","$18,440",9.8%,"$1,997"
633,Ichi the Killer 2017 Re-release,"$20,285","$20,285",-,-
634,The Man from Outer Space,"$20,102","$20,102",-,-
635,Heat and Dust 2017 Re-release,"$19,856","$19,856",-,-
636,Trafficked,"$19,698","$19,698",-,-
637,BOSTON: An American Running Story 2017 Re-release,"$19,499","$19,499",-,-
638,Mansfield 66/67,"$19,390","$17,930",7.5%,"$1,460"
639,L'important c'est d'aimer,"$19,120","$19,120",-,-
640,Bobbi Jene,"$18,579","$18,579",-,-
641,All the Rage,"$18,489","$18,489",-,-
642,The Ghoul,"$18,459","$2,032",89%,"$16,427"
643,"Intent to Destroy: Death, Denial & Depiction 2017 Re-release","$18,340","$18,340",-,-
644,SHOT! The Psycho-Spiritual Mantra of Rock,"$18,295","$15,157",17.2%,"$3,138"
645,The Last Shaman,"$17,844","$17,844",-,-
646,Escapes,"$17,778","$17,778",-,-
647,Sacred,"$17,740","$17,740",-,-
648,Bad Grandmas,"$17,688","$17,688",-,-
649,Food Evolution,"$17,181","$17,181",-,-
650,Swim Team,"$16,783","$16,783",-,-
651,The Freedom to Marry,"$16,611","$16,611",-,-
652,Brave New Jersey,"$16,544","$16,544",-,-
653,33 & Beyond: The Royal Art of Freemasonry,"$16,533","$16,533",-,-
654,Mission Control: The Unsung Heroes of Apollo,"$16,405","$16,405",-,-
655,Dying to Know: Ram Dass & Timothy Leary,"$16,397","$16,397",-,-
656,This is Our Land,"$16,182","$11,567",28.5%,"$4,615"
657,All the Queen's Horses,"$16,172","$16,172",-,-
658,Charged: The Eduardo Garcia Story,"$15,920","$15,920",-,-
659,Defining Hope,"$15,788","$15,788",-,-
660,Basmati Blues,"$15,605",-,100%,"$15,605"
661,Contemporary Color,"$15,305","$15,305",-,-
662,Rebels on Pointe,"$15,088","$15,088",-,-
663,Vince Giordano: There's a Future in the Past,"$14,807","$14,807",-,-
664,Sweet Virginia,"$14,725","$11,753",20.2%,"$2,972"
665,Last Men in Aleppo,"$14,637","$14,637",-,-
666,Antarctica: Ice and Sky 2017 Re-release,"$14,475","$14,475",-,-
667,Machines,"$14,331","$9,710",32.2%,"$4,621"
668,Time to Die,"$13,707","$13,707",-,-
669,Red Trees,"$13,666","$13,666",-,-
670,Shadowman,"$13,498","$13,498",-,-
671,Solaris 2017 Re-release,"$13,352",-,100%,"$13,352"
672,"Intent to Destroy: Death, Denial & Depiction","$13,194","$13,194",-,-
673,The Last Rampage,"$12,944","$6,294",51.4%,"$6,650"
674,Taipei Story,"$12,897","$12,897",-,-
675,Permanent,"$12,847","$12,847",-,-
676,Junction 48,"$12,795","$12,795",-,-
677,Heal,"$12,668","$12,668",-,-
678,Seven Beauties,"$12,408","$12,408",-,-
679,4 Days in France,"$12,273","$12,273",-,-
680,Autumn Sonata 2017 Re-release,"$11,959",-,100%,"$11,959"
681,Frank Serpico,"$11,925","$11,925",-,-
682,The Tribes of Palos Verdes,"$11,603","$11,603",-,-
683,Beside Bowie: The Mick Ronson Story,"$11,400","$11,400",-,-
684,Saigon Bodyguards,"$11,314","$11,314",-,-
685,The Pathological Optimist,"$11,222","$11,222",-,-
686,The Challenge,"$11,043","$11,043",-,-
687,Hollow in the Land,"$10,688",-,100%,"$10,688"
688,Lovesong,"$10,626","$10,626",-,-
689,Clarence,"$10,495","$10,495",-,-
690,Painted Woman,"$10,298","$10,298",-,-
691,Amelia 2.0,"$10,233","$10,233",-,-
692,The Sunshine Makers,"$10,042","$10,042",-,-
693,Pelle the Conqueror 2017 Re-release,"$9,757","$9,757",-,-
694,Living Proof,"$9,512","$9,512",-,-
695,Miss Kiet's Children 2017 Re-release,"$9,384","$9,384",-,-
696,Thirst Street,"$9,129","$9,129",-,-
697,Lycan,"$9,110","$9,110",-,-
698,The Eyes,"$9,104","$9,104",-,-
699,Julian Schnabel: A Private Portrait,"$9,103","$9,103",-,-
700,Revolt,"$8,986",-,100%,"$8,986"
701,Amnesia,"$8,700","$8,700",-,-
702,Inspector Maigret,"$8,528","$8,528",-,-
703,We Are the Flesh,"$8,438","$8,438",-,-
704,Gilbert,"$8,362","$8,362",-,-
705,Natasha,"$8,325","$8,325",-,-
706,Mr. Chibbs,"$8,302","$8,302",-,-
707,Served Like a Girl,"$8,290","$8,290",-,-
708,Anatahan,"$8,171","$8,171",-,-
709,From Nowhere,"$8,109","$8,109",-,-
710,Swept Away,"$7,876","$7,876",-,-
711,The Ballad of Lefty Brown,"$7,856","$7,856",-,-
712,Maurizio Cattelan: Be Right Back,"$7,706","$7,706",-,-
713,Running Shaadi,"$7,674",-,100%,"$7,674"
714,The Wrong Light,"$7,553","$7,553",-,-
715,Birthright: A War Story,"$7,519","$7,519",-,-
716,Big Time,"$7,347","$7,347",-,-
717,Another WolfCop,"$7,285","$7,285",-,-
718,The Reagan Show,"$7,109","$5,500",22.6%,"$1,609"
719,The Jazz Funeral,"$7,103","$7,103",-,-
720,The Dark Below,"$7,095","$7,095",-,-
721,A Kind of Loving,"$6,912","$6,912",-,-
722,Footnotes 2017 Re-release,"$6,660","$6,660",-,-
723,The Persian Connection,"$6,634","$6,634",-,-
724,Elizabeth Blue,"$6,542","$6,542",-,-
725,Scum,"$6,461","$6,461",-,-
726,The Skyjacker's Tale,"$6,253","$6,253",-,-
727,In the Steps of Trisha Brown,"$6,230","$6,230",-,-
728,Arise from Darkness,"$6,112","$6,112",-,-
729,The Fuzz,"$6,067","$6,067",-,-
730,On Wings of Eagles 2017 Re-release,"$5,975","$5,975",-,-
731,Starless Dreams,"$5,937","$5,937",-,-
732,La Chinoise 2017 Re-release,"$5,631","$5,631",-,-
733,Icaros: A Vision,"$5,510","$5,510",-,-
734,The Man from Earth: Holocene,"$5,472","$5,472",-,-
735,It's Not Yet Dark,"$5,269","$1,227",76.7%,"$4,042"
736,Bad Lucky Goat,"$5,088","$5,088",-,-
737,2307: Winter's Dream,"$5,078",-,100%,"$5,078"
738,Tournament,"$4,942","$4,942",-,-
739,Company Town,"$4,934","$4,934",-,-
740,Shot,"$4,701","$4,701",-,-
741,Night School,"$4,663","$4,663",-,-
742,I Love You Both,"$4,661","$4,661",-,-
743,Shakespeare-Wallah,"$4,650","$4,650",-,-
744,A Boy Called Po,"$4,550","$4,550",-,-
745,The Pulitzer at 100,"$4,489","$4,489",-,-
746,German Concentration Camps Factual Survey,"$4,468","$4,468",-,-
747,Generation Iron 2,"$4,439","$4,439",-,-
748,30-LOVE,"$4,392","$4,392",-,-
749,The Woman Who Left,"$4,373","$3,974",9.1%,$399
750,My Father Die,"$4,252","$4,252",-,-
751,Badsville,"$4,153","$4,153",-,-
752,Emily,"$3,982","$3,982",-,-
753,Dream Boat,"$3,981","$3,981",-,-
754,The Gender Card Flip,"$3,774","$3,774",-,-
755,Bugs,"$3,742","$3,742",-,-
756,La Belle Noiseuse 2017 Re-release,"$3,540","$3,540",-,-
757,Who's Crazy?,"$3,497","$3,497",-,-
758,"Love, Sweat and Tears","$3,482","$3,482",-,-
759,Speed Sisters,"$3,423","$3,423",-,-
760,Amanda & Jack Go Glamping,"$3,352","$3,352",-,-
761,Bad Match,"$3,351","$3,351",-,-
762,Justice,"$3,259","$3,259",-,-
763,Kepler's Dream,"$2,923","$2,923",-,-
764,Demons,"$2,900","$2,900",-,-
765,I Dream in Another Language,"$2,739","$2,739",-,-
766,Santoalla,"$2,684","$2,684",-,-
767,Daughter of the Nile,"$2,640","$2,640",-,-
768,Take Me,"$2,583","$2,583",-,-
769,Miles,"$2,537","$2,537",-,-
770,Red Christmas,"$2,255","$2,255",-,-
771,7 from Etheria,"$2,208","$2,208",-,-
772,Dayveon,"$2,077","$2,077",-,-
773,"Accidental Courtesy: Daryl Davis, Race & America","$1,940","$1,940",-,-
774,Detour,"$1,788","$1,788",-,-
775,The Forest for the Trees,"$1,410","$1,410",-,-
776,A Different American Dream,"$1,172","$1,172",-,-
777,The Penguin Counters,$976,$976,-,-
778,Extraordinary Ordinary People,$880,$880,-,-
