Rank,Release Group,Worldwide,Domestic,%,Foreign
255,Colossal,"$4,531,320","$3,029,287",33.1%,"$1,502,033"
256,The Wall,"$4,476,705","$1,803,064",59.7%,"$2,673,641"
257,In Harm's Way,"$4,447,734",-,100%,"$4,447,734"
258,When Harry Met Sejal,"$4,407,775","$1,664,648",62.2%,"$2,743,127"
259,Mark Felt: The Man Who Brought Down the White House,"$4,372,130","$768,946",82.4%,"$3,603,184"
260,The Other Side of Hope,"$4,282,973","$183,943",95.7%,"$4,099,030"
261,Let the Sunshine In,"$4,192,590","$892,421",78.7%,"$3,300,169"
262,The Guardians,"$4,167,608","$177,331",95.7%,"$3,990,277"
263,The Hero,"$4,101,699","$4,077,333",0.6%,"$24,366"
264,Film Stars Don't Die in Liverpool,"$4,047,917","$1,026,124",74.7%,"$3,021,793"
265,Jeepers Creepers III,"$4,017,852","$2,335,162",41.9%,"$1,682,690"
266,Faces Places,"$3,998,450","$953,717",76.1%,"$3,044,733"
267,Sleight,"$3,989,705","$3,986,245",<0.1%,"$3,460"
268,The Nile Hilton Incident,"$3,979,536","$81,089",98%,"$3,898,447"
269,2:22,"$3,945,729",$422,100%,"$3,945,307"
270,Terminator 2: Judgment Day 2017 Re-release,"$3,931,111","$1,037,809",73.6%,"$2,893,302"
271,Loveless,"$3,925,992","$566,356",85.6%,"$3,359,636"
272,"The Night Is Short, Walk on Girl","$3,878,208","$406,490",89.5%,"$3,471,718"
273,Django,"$3,876,874","$56,556",98.5%,"$3,820,318"
274,2001: A Space Odyssey 2017 Re-release,"$3,823,450","$3,236,321",15.4%,"$587,129"
275,Brad's Status,"$3,816,527","$2,133,158",44.1%,"$1,683,369"
276,Free Fire,"$3,719,383","$1,799,312",51.6%,"$1,920,071"
277,A Fantastic Woman,"$3,702,353","$2,020,988",45.4%,"$1,681,365"
278,Crooked House,"$3,625,952",-,100%,"$3,625,952"
279,The Insult,"$3,601,603","$1,001,305",72.2%,"$2,600,298"
280,Phoenix Forgotten,"$3,600,146","$3,600,146",-,-
281,Heart Blackened,"$3,593,480","$37,047",99%,"$3,556,433"
282,Til Death Do Us Part,"$3,455,267","$3,455,267",-,-
283,A Gentleman,"$3,438,746","$410,055",88.1%,"$3,028,691"
284,Borg vs. McEnroe,"$3,430,165","$231,346",93.3%,"$3,198,819"
285,Gauguin: Voyage to Tahiti,"$3,389,322","$200,140",94.1%,"$3,189,182"
286,Wonderstruck,"$3,285,916","$1,060,377",67.7%,"$2,225,539"
287,Good Time,"$3,283,369","$2,026,499",38.3%,"$1,256,870"
288,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,"$3,184,384","$2,620,183",17.7%,"$564,201"
289,Madame 2017 Re-release,"$3,182,153","$90,979",97.1%,"$3,091,174"
290,Ingrid Goes West,"$3,146,831","$3,024,308",3.9%,"$122,523"
291,Close Encounters of the Third Kind 2017 Re-release,"$3,101,507","$3,100,479",<0.1%,"$1,028"
292,Raw,"$3,096,815","$514,870",83.4%,"$2,581,945"
293,Ismael's Ghosts,"$3,075,562","$102,510",96.7%,"$2,973,052"
294,The Last Word,"$2,982,004","$1,783,421",40.2%,"$1,198,583"
295,The Oscar Nominated Short Films 2017: Live Action,"$2,877,797","$2,835,355",1.5%,"$42,442"
296,Inhumans,"$2,852,282","$1,521,787",46.6%,"$1,330,495"
297,Lucky,"$2,728,446","$955,925",65%,"$1,772,521"
298,Gangsterdam,"$2,697,522",$954,100%,"$2,696,568"
299,Beautiful Accident,"$2,632,092","$51,766",98%,"$2,580,326"
300,Happy End,"$2,610,794","$301,718",88.4%,"$2,309,076"
301,Poster Boys,"$2,602,256","$97,049",96.3%,"$2,505,207"
302,A Question of Faith,"$2,587,072","$2,587,072",-,-
303,Is Genesis History?,"$2,570,392","$2,570,392",-,-
304,God's Own Country,"$2,559,939","$335,609",86.9%,"$2,224,330"
305,The Only Living Boy in New York,"$2,550,321","$624,332",75.5%,"$1,925,989"
306,Disney's Newsies: The Broadway Musical!,"$2,545,060","$2,545,060",-,-
307,The Dinner,"$2,544,921","$1,323,312",48%,"$1,221,609"
308,IN OUR HANDS: Battle for Jerusalem,"$2,534,370","$2,534,370",-,-
309,Coincidence,"$2,520,487","$298,032",88.2%,"$2,222,455"
310,LBJ,"$2,510,151","$2,470,979",1.6%,"$39,172"
311,The Resurrection of Gavin Stone,"$2,308,355","$2,303,792",0.2%,"$4,563"
312,RV: Resurrected Victims,"$2,269,892","$20,374",99.1%,"$2,249,518"
313,The Lovers,"$2,216,083","$2,194,521",1%,"$21,562"
314,What Will People Say,"$2,191,131","$44,156",98%,"$2,146,975"
315,Let Yourself Go,"$2,140,190","$12,189",99.4%,"$2,128,001"
316,Mountain,"$2,129,889","$365,412",82.8%,"$1,764,477"
317,Abracadabra,"$2,114,260","$13,975",99.3%,"$2,100,285"
318,Lost in Paris,"$2,087,225","$691,597",66.9%,"$1,395,628"
319,Hotchpotch Again,"$2,041,647","$1,013,893",50.3%,"$1,027,754"
320,The Trip to Spain,"$1,988,841","$1,157,604",41.8%,"$831,237"
321,Summer 1993,"$1,983,149","$185,903",90.6%,"$1,797,246"
322,Menashe,"$1,962,265","$1,703,036",13.2%,"$259,229"
323,A Ghost Story,"$1,951,683","$1,596,371",18.2%,"$355,312"
324,Jane,"$1,921,221","$1,723,379",10.3%,"$197,842"
325,Professor Marston & the Wonder Women,"$1,899,615","$1,584,759",16.6%,"$314,856"
326,Marie Curie: The Courage of Knowledge,"$1,892,911","$127,986",93.2%,"$1,764,925"
327,Last Flag Flying,"$1,872,950","$965,481",48.5%,"$907,469"
328,Human Flow,"$1,824,537","$527,845",71.1%,"$1,296,692"
329,Song to Song,"$1,778,021","$443,684",75%,"$1,334,337"
330,Tom of Finland,"$1,776,931","$378,296",78.7%,"$1,398,635"
331,Dunkirk 2017 Re-release,"$1,696,804","$1,695,119",<0.1%,"$1,685"
332,Slamma Jamma,"$1,687,000","$1,687,000",-,-
333,Final Portrait,"$1,677,835","$461,972",72.5%,"$1,215,863"
334,The Little Hours,"$1,647,175","$1,647,175",-,-
335,A Family Man,"$1,641,235",-,100%,"$1,641,235"
336,Walk With Me,"$1,606,705","$726,726",54.8%,"$879,979"
337,Dance Academy: The Movie,"$1,586,858",-,100%,"$1,586,858"
338,The Stray,"$1,579,440","$1,579,440",-,-
339,Genesis: Paradise Lost,"$1,575,000","$1,575,000",-,-
340,Gold,"$1,528,185","$5,539",99.6%,"$1,522,646"
341,Mully,"$1,489,771","$1,489,771",-,-
342,Patti Cake$,"$1,482,356","$800,148",46%,"$682,208"
343,Thelma,"$1,463,727","$147,391",89.9%,"$1,316,336"
344,My Friend Dahmer,"$1,436,751","$1,361,611",5.2%,"$75,140"
345,Fairy Tail: Dragon Cry,"$1,420,035","$519,461",63.4%,"$900,574"
346,Godard Mon Amour,"$1,335,846","$82,264",93.8%,"$1,253,582"
347,The Women's Balcony,"$1,272,517","$1,200,885",5.6%,"$71,632"
348,Chonda Pierce: Enough,"$1,260,116","$1,260,116",-,-
349,Slumber,"$1,243,832",-,100%,"$1,243,832"
350,1945,"$1,240,663","$1,006,193",18.9%,"$234,470"
351,True to the Game,"$1,231,040","$1,231,040",-,-
352,Steve McQueen: American Icon,"$1,229,782","$1,229,782",-,-
353,Spirited Away 2017 Re-release,"$1,196,791","$1,196,791",-,-
354,Shubh Mangal Savdhan,"$1,188,541","$689,874",42%,"$498,667"
355,Napping Princess,"$1,156,847","$48,198",95.8%,"$1,108,649"
356,Detective Jagga,"$1,154,862","$861,740",25.4%,"$293,122"
357,Step,"$1,152,839","$1,146,292",0.6%,"$6,547"
358,Fathom Premieres 6 Below: Miracle on the Mountain,"$1,135,531","$14,838",98.7%,"$1,120,693"
359,Columbus,"$1,093,077","$1,017,107",7%,"$75,970"
360,Bombshell: The Hedy Lamarr Story,"$1,092,277","$820,300",24.9%,"$271,977"
361,Spark: A Space Tail,"$1,040,689","$196,458",81.1%,"$844,231"
362,Casablanca 2017 Re-release,"$1,024,560","$1,024,560",-,-
